CA,CEN,MID_AT,NE,NW,N_CEN,SE,SW,TX
29739,63536,102401,41542,25174,76233,118732,26772,52349
32387,67668,106328,43287,26294,78393,125508,28457,56346
34253,71439,109484,44455,26524,80220,131402,30016,60170
35742,75541,111838,44789,26753,81913,135962,31740,63797
36869,78951,113649,44988,26869,83095,139301,33268,67507
37788,81585,115023,44883,26807,83841,141380,34514,70422
38290,83377,115562,45032,26872,84290,142578,35818,72933
39119,84510,114306,44572,26771,84033,143148,36967,74542
39861,84095,110787,43889,26772,82626,141024,37954,74352
40308,82878,106328,42646,26641,80547,137591,38416,72657
40452,80659,102585,41882,26743,77910,134432,38360,69989
40251,77368,98409,40695,26631,76018,131084,37655,67723
39460,73693,90403,37777,26354,72511,124974,36467,65053
38599,68553,81587,34051,26312,66145,115026,35642,59966
39170,62126,74832,30817,26198,60652,104522,34042,54300
37993,56581,69944,28574,24958,56891,96079,31064,49739
34484,53180,66873,27047,22766,54398,90161,28130,46374
31642,50904,65241,26308,21174,52938,86582,26263,44284
29521,49630,65298,26164,20190,52753,84705,24979,42670
28117,49150,68165,26922,19820,54180,85531,24119,42097
27264,50254,73631,29102,19697,57341,90206,23769,43336
26975,52333,79318,32529,19959,61909,95846,24068,45837
27501,55121,83211,35260,21045,65737,101355,24785,47205
28935,58400,86182,36845,23063,68301,108146,26190,49109
30761,61497,89327,37920,25142,70252,115736,27738,51149
33503,64735,91589,38646,26160,71512,123688,29426,53952
34774,67834,93222,39122,26402,72233,131356,31068,56733
36241,70673,95008,39444,26648,73094,137997,32849,59334
37541,73402,96169,39603,26708,73769,144084,34446,62158
38571,75437,97164,39540,26756,73868,148335,36021,64666
39382,77386,98130,39705,26867,73937,151251,37277,67314
40542,78637,97954,39801,27108,73815,152036,38686,69304
41616,78324,95936,39250,27344,73120,150594,39832,69682
42382,77388,92808,38421,27502,71728,146323,40504,68546
42400,74795,90367,37686,27214,69887,140378,39982,65768
41694,72097,88703,37236,26740,69403,134312,38671,63568
40762,69359,82332,35062,26451,66780,126868,37336,61454
39679,65302,74354,31660,26374,61454,115667,36417,56778
40048,59639,68015,28601,26254,56643,104454,34682,51446
38952,54561,63939,26502,25146,53529,95281,31745,46790
35514,51352,61402,25221,22983,51447,89349,28984,43823
32263,49264,60253,24472,21411,50453,85502,27080,42067
30112,48138,60476,24254,20387,50503,83047,25595,41118
28615,47995,63266,24873,19901,52173,83872,24683,41056
27722,49228,68463,26983,19705,55520,87861,24298,42424
27387,51524,74456,30504,20001,60074,93726,24549,45071
27873,54531,78670,33300,21051,63716,99504,25275,46819
29317,57259,82565,35031,22949,66162,106643,26734,48642
31304,60017,85754,36291,24976,67778,114596,28382,50684
33872,62298,88113,37191,26203,68945,122495,30072,52914
35411,63793,90108,37786,26683,69776,130343,31766,54742
36913,64973,92050,38271,27111,70479,137370,33700,55929
38805,65919,93554,38699,27389,70836,142875,35524,57340
40388,65885,94757,38947,27531,70584,145877,37141,58317
41894,65538,95669,39238,27688,70138,146826,38820,59422
43982,65439,95505,39241,28000,69497,145458,40620,60844
45697,65108,93559,38546,28211,68701,142301,42034,61571
46940,64228,90601,37521,28410,67682,137952,42757,60878
47132,62662,88697,36398,28048,66634,132855,42312,58652
46434,61624,87093,35847,27487,66479,128705,40917,56834
45307,60536,80430,33855,27127,64085,123153,39691,55307
43945,57621,72834,30431,26931,59367,113051,38705,51360
43663,53263,66754,27318,26693,55032,102780,36808,46487
41820,49402,62941,25240,25583,52365,94467,33795,42429
37879,46564,60619,23947,23503,50509,88864,30696,39737
34259,45059,59435,23247,21861,49545,85234,28587,37971
32075,44301,59727,23101,20836,49700,83263,27020,36873
30318,44350,62840,23686,20169,51467,84064,25972,36716
29223,45770,68395,25658,19928,55063,88240,25370,38004
28963,47740,73952,29043,20135,59151,93746,25457,40080
29295,50352,77791,31743,21094,62500,98807,26017,41911
30656,53347,80538,33386,22961,64734,103583,27446,44388
32478,55251,82759,34430,24914,66069,108256,29186,47030
34775,57290,84596,35123,26252,67029,112368,31395,50074
36862,58853,85390,35500,26885,67322,116120,33514,52947
39065,60199,85940,35599,27457,67281,119111,35861,55783
41190,61132,85662,35415,27829,67119,121532,38009,58887
42581,61919,84719,35024,28084,66411,123190,39453,61528
43803,62392,83978,34745,28323,65770,124016,41169,63811
45639,62777,82555,34409,28684,65038,123220,42927,65317
47156,62428,80588,33782,28918,64089,120622,44074,65465
47993,61471,79087,33165,28969,63044,117223,44453,63756
47744,59579,78345,32678,28502,62104,113753,43645,60526
46469,58328,77292,32166,27716,62197,110749,41760,57747
44844,57650,73338,30644,27158,60845,107804,39974,55752
43169,54687,67766,28137,26652,56990,100303,39061,51942
42506,51273,62635,25720,26413,53074,92241,37233,47765
40879,47903,59146,24018,25414,50336,85230,34472,44092
37616,45446,57031,22967,23672,48434,80134,31694,41326
34345,43760,55656,22325,22162,47350,76859,29684,39379
31773,42785,55048,22072,21038,47019,74992,27949,38133
30149,42371,55625,22213,20420,47572,74249,26708,37438
29211,42684,56257,22796,20078,47989,74896,25910,37615
28627,43336,59502,24213,20039,49844,76639,25523,38188
28577,44770,63879,26355,20279,52819,81113,25233,39382
28883,47741,67687,28550,20936,56039,88375,25617,42599
29401,50671,70299,30219,22081,58071,96121,26931,46715
30717,53161,71545,31145,23535,59089,102401,29261,50947
32676,55814,71965,31529,24894,59498,107298,31806,55162
34656,58161,72045,31576,25839,59377,111316,34196,58877
35927,60541,71893,31358,26274,59177,114624,36225,61907
36743,62847,71766,31111,26587,58919,117262,37542,64462
37307,65195,72043,31066,26505,59195,119734,38666,66648
38176,67471,72243,31277,26587,59604,121704,39625,67925
39155,68738,71746,31408,26686,59930,121882,40364,68017
39882,68733,70679,31180,26664,59630,119276,40557,66392
39826,66978,70210,30788,26370,58913,115049,39940,63227
39179,65149,70558,30526,25833,59058,111185,38535,60664
38284,63158,67631,29302,25471,58180,107478,37159,58611
37473,59742,62830,27226,25178,54832,99907,36522,54968
37532,55980,58434,25019,25025,51316,91296,34987,50979
36506,51841,55128,23349,24350,48534,83836,32548,47357
34088,49082,53206,22178,22893,46718,78172,30107,44379
32020,47315,52135,21512,21350,45692,74605,28174,42360
30029,45724,51598,21217,20358,45181,72542,26610,40917
28602,44800,51575,21161,19782,45169,71563,25505,39972
27501,44484,51554,21258,19499,44852,71417,24758,39654
26907,44284,54273,22269,19507,46097,72836,24363,39505
26783,45576,58585,24204,19675,49261,77672,23988,40402
26966,49368,62553,26414,20207,52724,86053,24274,43690
26912,53370,65583,28076,21353,55370,94274,25412,47710
27878,57227,67920,29135,22742,57460,101701,27482,51690
29613,60990,69767,29816,24107,59178,108388,29819,55925
31390,64440,71031,30209,24976,60284,114620,32066,59873
32864,67690,71942,30209,25364,61097,120469,34205,63233
33705,70523,72764,30046,25651,61704,125694,35609,65623
34469,72829,74396,30150,25896,62941,129967,37195,67021
35373,74389,75852,30584,26080,64178,133066,38665,67860
36069,74997,75939,30971,26366,64898,133470,39976,67741
36772,74760,75137,31095,26605,64754,130978,40763,66283
37262,72920,74670,30993,26588,64120,127097,40383,63574
37270,71321,74884,30654,26362,64577,123345,39118,61641
36950,69358,70984,29053,26254,63209,118353,37760,60113
36497,65693,65604,26596,26112,58909,108811,36944,56270
36918,60861,60849,24352,25996,54920,98913,35202,51512
35945,56298,58046,22866,24900,52076,90791,32420,47373
33335,52952,56406,22027,23095,50331,85351,29951,44930
30712,50551,55556,21517,21494,49302,81920,27973,43026
28963,49202,56380,21573,20472,49273,80446,26501,41948
27781,49095,59569,22446,20057,51305,81690,25529,41758
27006,50289,64761,24646,19936,54718,86026,25060,43103
26833,52565,70694,27952,20311,59647,92373,25253,45551
27420,55543,74908,30369,21441,64186,98531,25825,47392
29121,59182,77920,31657,23480,67336,105539,27448,50122
31330,62535,80595,32440,25650,69929,112322,29277,53281
33819,66398,82492,33056,27116,71968,118675,31495,56943
35208,70463,83564,33331,27790,73511,124475,33698,60600
36749,74034,84416,33391,28316,74838,129914,35814,63933
37963,77429,85059,33346,28643,75969,134437,37696,67393
38081,79786,84997,33097,29077,76376,138016,38931,70187
38167,81644,85126,32991,29156,76462,140672,40199,72289
38397,82491,84631,33041,29213,76083,142034,41351,73266
38304,82334,83087,32921,29223,75079,140857,42255,72745
38023,81391,80849,32448,29123,73567,138122,42536,70789
37671,79620,80260,32448,29285,72336,134567,42404,68076
36916,77256,79608,32140,29124,71613,130780,41319,66035
36295,74477,74486,30158,28683,69098,125459,39811,63873
36394,69700,67856,27189,28234,63564,115157,38983,58905
37385,63675,62519,24631,27625,58272,104372,37035,53483
36271,58097,59134,23020,26011,54711,96140,33867,48934
33495,54388,57171,22045,23816,52334,90211,31027,45502
31056,51863,56220,21521,22115,51036,86395,28888,43291
29411,50375,56630,21549,21165,50772,84774,27336,42029
28126,49934,59485,22286,20505,52183,85798,26219,41657
27405,50910,64415,24393,20377,55242,89847,25676,42945
27080,52936,69633,27640,20695,59827,95466,25817,45007
27383,56224,73182,29995,21816,63947,100257,26221,46816
28727,60079,75562,31187,23897,66800,105502,27664,49433
30532,64206,77584,31970,26195,69052,111260,29446,53166
33020,68399,78903,32534,27525,70921,117090,31454,57699
34538,72550,79619,32851,27832,72113,122783,33234,62053
35791,75886,80034,32998,28014,73075,127043,34893,65898
36601,78608,80115,33070,27953,73906,129535,36149,69351
36362,80637,79702,32874,27827,73942,130979,37123,71841
36401,81806,79442,32841,27625,73899,131500,38053,73383
37120,82318,79040,32842,27406,73741,131024,38898,73884
37028,81635,77678,32555,27190,72850,129473,39493,72986
37214,79563,76500,32113,26988,71522,126586,39646,70698
37173,77480,76823,32247,27126,70508,123851,39494,67994
37008,75402,76970,32215,27105,70120,120951,38542,66068
35786,73050,72291,30473,26826,67959,116565,37341,63854
35755,68765,66301,27510,26624,62819,107862,36901,58948
36895,62808,61373,24839,26362,57729,98415,35318,53506
36095,57584,58200,23060,25296,54193,90484,32411,48933
33064,53768,56256,21955,23198,51838,85087,29442,45720
30446,51479,55548,21534,21641,50634,82054,27478,43459
29112,50214,56155,21552,20742,50523,80589,25996,42064
28107,49800,58961,22327,20324,51960,81817,25063,41728
27393,50956,63951,24471,20108,55074,86310,24619,43059
27221,52857,69506,27808,20640,59559,91717,24852,45008
27799,55852,73324,30328,21940,63579,96078,25525,46918
29008,59425,76114,31717,24221,66466,100623,27011,50050
30492,62922,78393,32553,26357,68698,105758,28501,53950
32587,66312,79884,33148,27275,70396,110937,30288,58483
33928,69258,80989,33495,27373,71674,115297,31962,62764
35239,71953,81803,33742,27251,72795,119067,33566,66397
36244,74168,82186,33904,26984,73676,121810,34946,69572
36571,75543,82356,33841,26797,74197,123883,35995,71575
36785,76160,82815,33865,26787,74539,125381,37311,71656
37652,76273,83002,33914,26849,74963,126120,38663,70412
38420,75160,82011,33659,27013,74443,126110,39822,68573
38899,73539,80492,33185,26936,73262,124381,40531,66388
38657,71079,79519,32715,26563,71437,121511,39934,63018
37886,68617,79220,32418,26127,70614,118278,38589,60454
37251,66397,74378,30703,25794,68395,114167,37345,58235
37020,62667,67791,27657,25797,62971,105493,36824,54063
37756,57987,62601,25027,25746,57934,96250,35078,49362
36966,53486,59211,23362,24858,54479,88707,32238,45443
34249,50428,57195,22378,22963,52288,83802,29522,42600
31613,48489,56349,21879,21317,50942,80947,27511,40658
29803,47160,56963,21875,20478,50873,79613,26084,39492
28531,47144,59757,22632,20063,52398,80799,25128,39286
27974,48274,64488,24772,19858,55328,85445,24721,40559
27658,50554,70408,28145,20271,60090,90829,24934,42698
28212,53485,74621,30758,21471,64469,96192,25569,44430
29200,56856,78187,32317,23523,67965,101767,27055,46609
30539,59691,81331,33468,25630,70603,107674,28665,49024
32919,62638,83530,34205,26787,72757,113779,30446,51923
34684,65486,85260,34786,27168,74366,119696,32072,54548
36185,68201,86918,35154,27469,75887,124446,33865,56687
37590,70389,88178,35414,27540,77417,128128,35297,58630
38212,71738,88782,35464,27427,78231,130387,36256,60069
38807,72711,89431,35528,27327,78992,131589,37542,61112
40051,73313,89364,35466,27375,79377,131778,39063,61391
41105,72866,87726,35010,27422,78840,130491,40364,60141
41823,71937,85687,34332,27419,77293,127567,40963,58348
41714,69945,83947,33661,26961,75157,123748,40558,56059
40867,67776,83026,33382,26471,73858,120447,39391,54827
39846,65755,77839,31605,26106,71404,116216,38202,53833
39100,62228,70723,28545,25998,65604,107666,37362,50488
39491,57398,64895,25748,25917,60160,97862,35699,46232
38406,52884,61081,23941,24966,56505,90108,32777,42686
35335,49865,58753,22877,23099,53876,84757,30025,40253
32661,48050,57432,22287,21476,52345,81436,27986,38764
30630,46829,57822,22167,20565,51994,79875,26485,37826
29170,46712,60419,22830,20124,53303,80722,25502,37875
28233,47904,64886,24926,20014,56006,84025,24976,39180
27709,49903,71002,28349,20302,60642,89553,25108,41146
28573,52863,75856,31202,21544,65505,95330,25765,43005
29362,56315,80066,33010,23520,69481,102512,27143,45361
30664,59536,83773,34253,25630,72710,109422,28858,48035
33205,62918,86696,35281,26790,75299,115751,30898,51170
35196,66138,88746,35955,27111,77257,121756,32980,53973
36759,69199,91173,36451,27274,79165,126860,34993,56737
38095,72117,93259,36789,27327,81059,130543,36803,59417
38484,74383,94686,36797,27208,82184,132698,38029,61800
38865,75913,96195,36761,27160,83256,133578,39465,63189
39732,76704,96435,36567,27233,83889,133610,41031,63377
40386,76463,94834,35948,27369,83491,132057,42293,62428
40735,74969,91814,35062,27354,81633,128124,42947,60710
40307,72248,88686,34198,26952,78535,122896,42179,57845
39133,69611,87051,33830,26333,76411,118727,40697,55589
38051,67129,81743,32347,25801,73932,114217,39084,54044
37354,63456,74464,29645,25495,68106,106087,38198,50808
37547,58807,68107,26925,25469,62256,97013,36614,46987
36843,54384,63502,24974,24761,57877,89141,33917,43289
34434,50928,60426,23692,23237,54724,83484,31154,40628
31926,48584,58407,22954,21791,52677,79767,29103,38693
29723,47226,57687,22548,20793,51862,77776,27373,37429
28793,46540,57705,22549,20292,51719,77002,26152,36967
28046,46633,58255,22983,20046,51765,77484,25427,37226
27597,46889,62454,24644,20206,54144,79342,25064,37596
27724,48790,68660,26985,20550,58787,84201,24858,39069
28149,52528,74416,29210,21495,63997,91971,25578,42606
28592,56856,79622,30587,22841,68698,100754,26890,46898
29386,61257,83831,31365,24254,72459,109134,29019,51232
30802,64978,86922,31821,25294,75263,116433,31286,55145
32229,68216,89517,31834,25862,77468,122591,33456,58648
33220,70964,91541,31715,26002,79377,126346,35178,61541
33449,73044,93600,31746,25839,80963,129083,36188,63777
33588,74671,95658,32072,25551,82719,130179,37553,65459
33843,75957,96769,32487,25348,83901,130051,38943,66485
34251,76378,96117,32730,25267,83873,128370,40319,66492
34748,75686,93845,32576,25181,82630,124791,41177,65118
34821,73305,90604,32173,24924,79759,120526,40885,62531
34614,71093,88550,32154,24483,77041,117461,39600,60011
34278,68833,83693,31293,24199,74369,113617,38349,58186
34154,65684,76763,29153,24122,68954,106271,37298,54780
34899,61296,70418,26783,24133,63239,98125,35737,50708
34743,57092,65619,24886,23527,58855,90528,33262,46952
32948,53923,62243,23620,22215,55646,85140,30629,44309
30764,51455,60058,22913,20985,53463,81583,28627,42114
28957,49890,58657,22526,20102,52030,79199,26992,40515
27692,49006,58038,22293,19553,51459,78165,25652,39692
26990,48828,57648,22341,19421,50650,77922,24860,39508
26754,48585,61367,23568,19497,52566,79929,24422,39105
26729,50273,67879,25862,19750,57360,85310,24015,40158
26790,54357,75198,28544,20399,63281,93988,24257,43651
26746,58586,82080,30831,21458,68724,102455,25321,47368
27856,62017,88123,32368,22706,73470,109290,27165,51414
28853,65520,93126,33596,23666,77413,115012,28908,55498
29908,68927,96894,34401,24271,80319,119534,30590,59343
31096,71829,99722,34820,24461,82253,122678,32144,62771
31741,73829,102086,35231,24346,83657,124559,33019,65403
32557,75316,104239,35669,24279,84939,125526,34128,67543
33597,76775,105603,36278,24254,86001,126126,35455,69017
34830,77740,104809,36473,24417,86196,125141,36816,69711
36013,77516,101849,36149,24552,84828,123053,37778,68916
36663,75355,98727,35517,24523,82171,120232,37828,66445
36976,73216,96870,35204,24341,80396,117606,36983,64177
37023,71311,91167,33644,24294,77400,113917,35904,62727
36959,67774,83147,30573,24344,71416,106536,35387,58735
37378,62539,76122,27702,24397,65607,98280,33980,53981
36643,57990,71403,25850,23648,61558,91201,31437,49621
33837,54893,68214,24763,22072,58786,86571,29006,47104
31099,52739,66396,24077,20505,57102,83481,27148,45378
29368,51521,66408,23986,19574,56842,82327,25811,44353
27923,51555,69033,24719,19193,58443,83877,24914,44440
27040,52842,73966,26904,19107,61834,88166,24562,45774
26789,55161,80762,30478,19512,66836,94528,24790,47544
27338,58501,86353,33413,20675,71609,101283,25449,49402
28671,62479,91180,35404,22488,75489,108474,26806,52446
30197,66601,96293,36853,24735,78949,115455,28540,56376
32775,70758,100356,37993,26132,81381,122244,30660,61250
35018,74157,103219,38818,26603,83204,128113,32595,65522
37029,76563,105745,39400,27076,84797,133203,34652,69052
39018,78768,107367,39891,27439,85833,137913,36357,72447
40118,79894,107705,39924,27590,85915,141225,37443,74904
41247,80803,107388,39778,27736,85680,142662,38752,76353
42795,81233,106463,39394,27866,85141,142440,40006,76824
44021,80847,103652,38503,27913,84159,140230,40992,76451
44756,79876,100628,37335,27869,82284,136799,41511,74662
45361,77918,98929,36779,28014,80266,132862,41640,71745
45071,75974,97077,36429,27935,78903,129003,40764,69713
44081,72967,90988,34354,27611,76136,123685,39449,67415
43089,68753,82928,31056,27283,70056,114049,38606,62730
42615,63030,75905,28018,27030,63965,104033,36661,57140
40784,57916,71170,26009,25752,59792,95874,33536,52144
36909,54319,68175,24746,23644,56928,90086,30542,48624
33484,51966,66455,24084,21834,55176,86331,28450,46201
31410,50569,66430,23952,20762,54599,84434,26978,44722
29927,50137,69247,24734,20096,56040,85136,25876,44263
28871,51077,74199,26887,19893,58629,88920,25298,45266
28434,53148,80229,30326,20009,63581,94598,25398,47289
28666,55729,84538,32989,20961,67857,100645,25788,48678
29998,58630,88095,34531,22618,71019,107201,27203,51213
31800,61492,91474,35622,24673,73483,113904,28855,54329
34167,64490,93989,36535,26160,75465,121023,30861,58136
36075,66782,95593,37067,26900,76855,127455,32912,61615
37818,68911,97293,37361,27462,78008,133246,35086,64896
39859,70923,98224,37594,27823,78822,138486,37169,67848
41238,72235,98695,37510,28169,79086,142435,38844,68805
42493,73077,99165,37424,28318,79343,144925,40409,68604
43959,73833,98936,37336,28376,79161,145849,41729,67291
45104,73995,97119,36793,28576,77978,144527,42915,64816
45952,73078,94534,36030,28510,75915,140407,43331,62751
46539,71592,92239,35686,28665,73516,136048,43166,60931
46058,69603,90227,35195,28523,72103,131471,42150,59149
44842,67223,84654,33146,28119,69623,126144,40632,57013
43555,63564,76928,30035,27688,64058,115922,39517,52816
42829,58648,70444,27214,27211,58719,105108,37435,48032
41002,53856,66159,25297,26018,55089,96123,34205,43943
37019,49778,63226,24022,23832,52616,89808,31146,41138
34008,47834,61697,23435,22191,51344,85849,29001,39527
31798,46709,61703,23343,21120,50963,83903,27336,38814
30260,46704,64379,24120,20524,52441,84478,26202,38907
29182,48024,68645,26244,20252,55023,87681,25602,40412
28777,50294,74303,29590,20484,59452,93306,25675,42586
29097,53043,78739,32391,21387,63561,99537,26198,44275
30421,56266,81565,34036,23146,66373,107217,27492,46453
31918,59291,84572,34975,25104,68737,115347,29063,49159
34198,62467,87037,35490,26351,70673,124478,31093,52426
35798,65669,88579,35844,27088,71896,132920,33331,55637
37466,68792,90205,36035,27489,73102,139823,35677,58735
39120,71331,91349,36120,27824,74302,145674,37703,61889
39788,73489,92155,35921,27930,74954,149885,39380,64952
40717,75590,92951,35983,28158,75509,152521,41097,67720
42188,76972,92992,36139,28327,75799,153157,42760,69354
43530,77510,91310,35893,28499,75301,151443,44095,69483
44504,76763,88297,35328,28589,73827,146825,44791,67893
44500,74179,85603,34551,28064,71512,140614,44129,64925
43762,71842,84688,34022,27697,70420,133805,42949,62525
42694,69607,79509,32304,27352,68567,129575,41288,60911
41774,65733,72379,29252,27009,63288,117409,40249,56852
41415,60339,66283,26488,26741,58345,106019,38251,51913
40102,55769,62400,24698,25750,54756,96609,35141,47944
36733,53177,60155,23571,23795,52571,90443,32095,45093
33407,51082,59093,22964,22148,51396,86305,29865,43239
31066,49931,59556,22881,21116,51293,83799,28103,42189
29649,49753,62162,23533,20589,52759,84350,26898,42099
28740,50774,66399,25654,20461,55449,87779,26238,43424
28369,52913,71847,29079,20739,59928,93112,26221,45557
28757,56039,76607,31848,21865,64407,99729,26765,47402
30084,59763,80629,33625,23742,67971,107731,28222,50277
31671,63440,84104,34656,25858,70826,115940,29980,53827
33827,67502,86678,35334,27110,73290,124480,32068,57676
35801,71525,88963,35757,27582,75182,132418,34158,61715
37467,75232,91282,36231,27800,77094,139016,36209,64979
38968,78491,93101,36584,27975,78658,144322,37973,67926
39897,80726,94734,36771,28028,79749,147475,39311,70425
40680,82058,95926,36998,28197,80598,148999,40795,72249
42096,82824,96400,37117,28419,81251,148989,42393,73136
43207,82305,94942,36664,28581,81038,147156,43688,72407
44023,80979,92135,35789,28594,79531,142018,44390,70522
43936,78146,89601,34829,28255,77037,135835,43847,67610
43041,75353,88495,34330,27738,75650,130657,42392,65132
42002,73068,83015,32724,27373,72882,124849,40820,63569
41025,69079,75526,29545,26991,67189,115039,39859,59282
40822,63716,69223,26663,26823,61784,104163,38125,54144
39662,58421,64711,24703,25834,57736,95905,35099,49770
36218,54967,61735,23471,23934,54893,89437,32257,46788
32755,52639,60206,22796,22178,53403,85273,30129,44565
30710,50772,60230,22676,21282,52949,83225,28435,43210
29385,50423,62476,23263,20738,54230,83590,27317,42936
28371,51059,66440,25206,20581,56945,86242,26567,43876
27964,52821,72764,28628,20841,61567,91269,26507,45413
28344,55978,78455,31655,21821,66567,97488,26993,46977
29666,59181,83078,33714,23672,70777,105021,28270,49555
31277,62628,87342,35054,25709,74544,113076,30015,52946
33113,66285,90768,35953,26870,77914,120994,31989,56667
35115,69677,93560,36542,27339,80712,128216,34002,60041
36811,73014,96848,37021,27698,83501,133849,36022,63085
38190,76055,99112,37466,27921,85709,137994,37697,66249
38857,78379,100882,37707,28186,87438,140883,38918,68809
39525,79844,102162,37880,28338,88656,141914,40130,70822
40802,80739,102542,37788,28558,89111,141936,41156,72001
41995,80367,100392,37049,28757,88294,140382,41876,71632
42880,78710,96787,35899,28744,85925,135612,42164,69635
43027,75780,92708,34591,28249,82427,129777,41496,66267
42357,73058,90678,33929,27594,80199,124824,40034,63264
41446,70824,85240,32522,27055,77332,120274,38650,61207
40810,67318,77617,29742,26687,71404,111780,37811,57457
40748,62498,70799,26972,26392,65507,101960,36364,53088
39784,57880,65836,24903,25638,60831,93352,33878,49084
36979,54327,62603,23579,23797,57438,87108,31325,45975
33932,51648,60348,22843,22161,55236,82915,29167,43592
31347,49951,59348,22444,20901,53943,80352,27501,41891
29731,49038,59150,22303,20415,53781,79190,26393,40910
29369,48889,59889,22741,20107,53920,79014,25609,40861
28994,49225,63600,24484,20104,56243,80734,25291,41138
28930,51217,69467,27101,20349,61004,85692,25129,42284
29219,55513,75253,29643,20902,66588,94639,25637,45764
29641,60184,80321,31385,22133,71379,103520,27082,49938
31201,64583,84322,32400,23612,75137,111497,29217,54086
33089,68584,87413,32977,24963,77828,118107,31546,57496
35321,71830,89877,33311,25901,79874,123252,33835,60058
37228,74445,91639,33465,26459,81427,127593,35738,62055
38780,76358,93269,33543,26782,82420,131150,37222,63596
40286,77958,94624,33736,26993,83075,133353,38657,65252
41666,79103,94983,33962,27408,83271,134971,39784,66508
43215,78832,93519,34020,27880,82414,134555,40596,66738
44489,77333,90391,33463,28261,80492,131091,41127,65234
44781,74543,87248,32558,28115,77709,125833,40843,62304
44289,72016,85918,32212,27555,75806,120796,39538,59836
43498,69725,81408,31155,27145,73496,116425,38345,58428
42648,66269,74679,28857,26622,68289,108125,37678,55004
42645,61641,68470,26420,26245,62969,98452,36154,50863
41755,57048,64068,24572,25403,58798,90062,33652,46634
38809,53480,60923,23337,23790,55792,83669,31244,43568
35438,51071,58977,22589,22296,53933,79599,29273,41293
32994,49335,57791,22164,21174,52610,76774,27665,39744
31074,48397,57401,21924,20447,52118,75476,26526,38743
29607,47990,57207,21950,19890,51546,74825,25756,38373
28700,47928,59943,23057,19733,52706,75891,25348,38095
28651,49569,64860,25121,19791,56596,80954,24900,39185
28526,53857,69560,27351,20132,60976,89869,25390,43128
28526,58553,73669,29008,21234,64664,99099,26868,47470
29901,62751,76942,30092,22744,67805,106418,29323,51563
32106,66561,79408,30870,24244,69988,113292,32113,55394
34436,70190,81222,31296,25412,71401,118861,34827,58791
36615,72960,82690,31462,26051,72514,124222,37410,61392
38069,75370,84051,31609,26374,73876,128329,39270,63321
39585,77066,85639,31938,26624,75500,131481,41078,64352
41420,78369,86473,32370,26912,76888,133289,42936,64319
43086,78791,85959,32538,27319,77375,133076,44479,63874
44297,78219,84321,32264,27585,76800,130291,45344,62339
44596,75988,83061,31885,27407,75035,125690,45127,59937
44172,73856,82731,31941,27049,74282,121353,43960,58177
43279,71921,78836,30821,26714,72678,117007,42383,57103
41992,68511,72782,28205,26425,67687,108412,41270,53830
40720,63501,67351,25698,26083,62514,98382,39261,49375
38897,58472,63545,24050,25065,58965,89920,36270,45361
35967,55113,61522,23126,23362,56643,84247,33413,42991
33069,52930,60442,22575,21622,55381,80642,31091,41058
30936,51741,60997,22588,20671,55223,79157,29316,40147
29356,51571,63904,23341,20116,56928,80198,28065,40118
28499,52638,68731,25377,19956,60285,83583,27481,41435
28297,54931,75032,28587,20201,65842,89012,27444,43354
28881,58592,80276,31348,21168,71758,96011,27934,45678
30077,63335,84675,33126,22813,76829,104208,29330,48745
31826,67755,89223,34410,25016,80994,112857,31820,52591
34343,72279,93174,35439,26741,85222,121752,34640,56684
36443,76262,96330,36073,27831,88271,129944,37626,60476
38365,79264,99032,36498,28531,90551,136370,40545,63795
40220,82373,100710,36990,29086,92428,142163,43104,66754
41373,84264,101389,37018,29209,93684,146486,44632,68613
42399,85349,101558,37062,29330,94765,149411,45979,69911
43678,86220,101057,36914,29346,95354,150624,47272,70670
44790,86173,99395,36302,29265,94787,149624,48058,70225
45344,85093,97276,35358,29061,92919,145706,48457,68604
45645,83208,95856,34934,28981,90500,140537,48233,66358
45084,80896,94503,34769,28761,88418,135346,47050,64246
43699,78317,89012,33103,28279,85301,129295,45192,62893
42268,74291,81396,29933,27848,78719,118522,43833,58751
41569,68688,74612,27073,27382,72190,106815,41549,53624
40005,63403,70399,25204,26053,67405,97251,38014,49241
36438,59652,67390,23972,24085,64039,90802,34542,46336
33407,57127,65595,23344,22459,61815,86253,31970,44306
31662,55615,65739,23298,21309,61049,83926,29990,43169
29961,55151,68525,24110,20815,62073,84390,28600,42988
28772,55987,73114,26230,20545,64934,87592,27701,44326
28293,58054,79587,29525,20788,70405,92697,27447,46248
28559,61654,85377,32406,21718,76184,99282,27796,47940
29880,66044,91000,34190,23533,81436,107398,29187,50625
31369,69910,96593,35532,25589,86264,116187,31239,53722
33433,73656,101651,36711,26940,90495,125208,33722,57312
35297,77195,105842,37627,27726,94069,133205,36192,60245
36873,80062,109774,38463,28098,97293,139900,38371,62328
38143,82650,113072,39191,28390,100006,144942,40463,64815
39183,84303,115487,39622,28450,101579,148717,41954,66408
40061,85909,117616,39885,28513,102749,151034,43437,67068
41266,86594,118274,39957,28405,103185,151871,44966,66371
42491,86305,117258,39435,28310,102345,150743,46144,64965
43379,85189,114334,38540,28183,100213,147113,46678,63290
43984,83215,111242,38182,28209,97412,142444,46716,61495
44048,81019,108989,38187,28068,94965,137696,45571,60052
43372,78478,102230,36532,27649,91432,131600,43666,59163
