Counter,id,operational_status,capacity_mw,technology_description,OEO_region
2186,4952,existing,338,Natural Gas Fired Combined Cycle,MID_AT
2187,4953,existing,237,Natural Gas Fired Combined Cycle,MID_AT
2188,4954,existing,237,Natural Gas Fired Combined Cycle,MID_AT
2194,4966,existing,1.8,Petroleum Liquids,N_CEN
2195,4967,existing,1.8,Petroleum Liquids,N_CEN
2196,4968,existing,0.5,Petroleum Liquids,N_CEN
2199,4971,existing,1.1,Landfill Gas,NE
2200,4972,existing,1.1,Landfill Gas,NE
2201,4973,existing,1.1,Landfill Gas,NE
2211,5000,existing,0.6,Other Waste Biomass,MID_AT
2212,5001,existing,0.6,Other Waste Biomass,MID_AT
2213,5002,existing,0.6,Other Waste Biomass,MID_AT
2214,5004,existing,1.5,Other Waste Biomass,CA
2239,5035,existing,4.4,Natural Gas Fired Combustion Turbine,MID_AT
2240,5036,existing,1.2,Petroleum Liquids,MID_AT
2241,5037,existing,1.4,Landfill Gas,TX
2242,5038,existing,1.4,Landfill Gas,TX
2243,5039,existing,1.4,Landfill Gas,TX
2244,5040,existing,0.6,Natural Gas Internal Combustion Engine,NE
2245,5041,existing,0.6,Natural Gas Internal Combustion Engine,NE
2246,5042,existing,0.6,Natural Gas Internal Combustion Engine,NE
2264,5072,existing,1,Petroleum Liquids,N_CEN
2269,5080,existing,1.4,Other Waste Biomass,MID_AT
2270,5081,existing,1.4,Other Waste Biomass,MID_AT
2285,5096,existing,4.6,Natural Gas Fired Combustion Turbine,CA
2286,5097,existing,4.6,Natural Gas Fired Combustion Turbine,CA
2287,5098,existing,7.2,Natural Gas Fired Combustion Turbine,CA
2334,5164,existing,1.6,Landfill Gas,SE
2335,5165,existing,1.9,Landfill Gas,SE
2368,5199,existing,202,Natural Gas Fired Combustion Turbine,CEN
2369,5200,existing,202,Natural Gas Fired Combustion Turbine,CEN
2370,5201,existing,202,Natural Gas Fired Combustion Turbine,CEN
2371,5202,existing,0.9,Other Waste Biomass,N_CEN
2372,5203,existing,0.9,Other Waste Biomass,N_CEN
2382,5217,existing,0.6,Natural Gas Internal Combustion Engine,N_CEN
2383,5218,existing,0.6,Natural Gas Internal Combustion Engine,N_CEN
2393,5236,existing,7,Natural Gas Internal Combustion Engine,MID_AT
2394,5237,existing,7,Natural Gas Internal Combustion Engine,MID_AT
2395,5238,existing,7,Natural Gas Internal Combustion Engine,MID_AT
2396,5247,existing,1.8,Natural Gas Internal Combustion Engine,NE
2404,5255,existing,7,Natural Gas Internal Combustion Engine,MID_AT
2405,5256,existing,7,Natural Gas Internal Combustion Engine,MID_AT
2406,5257,existing,7,Natural Gas Internal Combustion Engine,MID_AT
2408,5259,existing,4.4,Natural Gas Internal Combustion Engine,MID_AT
2409,5260,existing,4.4,Natural Gas Internal Combustion Engine,MID_AT
2410,5261,existing,4.4,Natural Gas Internal Combustion Engine,MID_AT
2411,5262,existing,4.4,Natural Gas Internal Combustion Engine,MID_AT
2412,5263,existing,4.4,Natural Gas Internal Combustion Engine,MID_AT
2488,5360,existing,1.6,Other Waste Biomass,N_CEN
2489,5361,existing,1.6,Other Waste Biomass,N_CEN
2509,5389,existing,4.4,Natural Gas Internal Combustion Engine,MID_AT
2510,5390,existing,4.4,Natural Gas Internal Combustion Engine,MID_AT
2511,5391,existing,4.4,Natural Gas Internal Combustion Engine,MID_AT
2512,5392,existing,4.4,Natural Gas Internal Combustion Engine,MID_AT
2513,5393,existing,4.4,Natural Gas Internal Combustion Engine,MID_AT
2522,5410,existing,1.6,Other Waste Biomass,N_CEN
2523,5411,existing,1.6,Other Waste Biomass,N_CEN
2528,5416,existing,1,Other Waste Biomass,CA
2529,5417,existing,1,Other Waste Biomass,CA
2530,5421,existing,221,Natural Gas Fired Combined Cycle,SE
2531,5422,existing,221,Natural Gas Fired Combined Cycle,SE
2532,5423,existing,60.5,Natural Gas Fired Combustion Turbine,SE
2533,5424,existing,60.5,Natural Gas Fired Combustion Turbine,SE
2534,5425,existing,288,Natural Gas Fired Combined Cycle,SE
2541,5433,existing,1.5,Landfill Gas,NW
2542,5434,existing,1.5,Landfill Gas,NW
2543,5435,existing,1.5,Landfill Gas,NW
2544,5436,existing,1.6,Landfill Gas,NW
2545,5437,existing,1.6,Landfill Gas,NW
2546,5438,existing,1.6,Landfill Gas,NW
2596,5517,existing,5.2,Other Waste Biomass,SE
2616,5538,existing,1.4,Other Natural Gas,CA
2626,5553,existing,21.9,Natural Gas Steam Turbine,CEN
2633,5560,existing,0.5,Natural Gas Internal Combustion Engine,CA
2634,5561,existing,0.5,Natural Gas Internal Combustion Engine,CA
2635,5562,existing,0.5,Natural Gas Internal Combustion Engine,CA
2650,5581,existing,1,Other Waste Biomass,NW
2662,5599,existing,1.6,Landfill Gas,N_CEN
2663,5600,existing,1.6,Landfill Gas,N_CEN
2665,5602,existing,2.3,Petroleum Liquids,SE
2666,5603,existing,2.3,Petroleum Liquids,SE
2667,5604,existing,2.3,Petroleum Liquids,SE
2668,5605,existing,2.3,Petroleum Liquids,SE
2678,5615,existing,3.3,Other Waste Biomass,MID_AT
2680,5617,existing,8,Other Waste Biomass,N_CEN
2681,5618,existing,131.8,Natural Gas Fired Combustion Turbine,SW
2682,5619,existing,131.8,Natural Gas Fired Combustion Turbine,SW
2683,5620,existing,131.8,Natural Gas Fired Combustion Turbine,SW
2684,5621,existing,131.8,Natural Gas Fired Combustion Turbine,SW
2687,5624,existing,2,Landfill Gas,SE
2688,5625,existing,1,Landfill Gas,SE
2689,5626,existing,2,Landfill Gas,SE
2690,5627,existing,321,Natural Gas Fired Combined Cycle,SW
2691,5628,existing,185.3,Natural Gas Fired Combined Cycle,SW
2692,5629,existing,185.3,Natural Gas Fired Combined Cycle,SW
2694,5631,existing,1.4,Other Waste Biomass,N_CEN
2698,5635,existing,16.6,Other Natural Gas,NE
2705,5643,existing,1.6,Landfill Gas,MID_AT
2706,5644,existing,1.6,Landfill Gas,MID_AT
2735,5673,existing,1.6,Landfill Gas,SE
2736,5674,existing,1.6,Landfill Gas,SE
2737,5675,existing,1.6,Landfill Gas,SE
2738,5676,existing,1.6,Landfill Gas,SE
2739,5677,existing,1.6,Landfill Gas,SE
2740,5678,existing,1.6,Landfill Gas,SE
2741,5679,existing,1.1,Other Waste Biomass,CA
2762,5718,existing,200,Natural Gas Fired Combined Cycle,NW
2763,5719,existing,300,Natural Gas Fired Combined Cycle,NW
2769,5725,existing,1.6,Landfill Gas,MID_AT
2770,5726,existing,1.6,Landfill Gas,MID_AT
2783,5739,existing,2.2,Landfill Gas,SE
2784,5740,existing,2.2,Landfill Gas,SE
2785,5741,existing,2.2,Landfill Gas,SE
2791,5747,existing,17.1,Natural Gas Fired Combined Cycle,CEN
2792,5748,existing,57,Natural Gas Fired Combined Cycle,CEN
2794,5750,existing,5.6,Landfill Gas,MID_AT
2795,5751,existing,5.6,Landfill Gas,MID_AT
2800,5756,existing,179.4,Natural Gas Fired Combustion Turbine,TX
2801,5757,existing,179.4,Natural Gas Fired Combustion Turbine,TX
2844,5804,existing,0.4,Other Natural Gas,CA
2845,5805,existing,0.4,Other Natural Gas,CA
2846,5806,existing,0.4,Other Natural Gas,CA
2847,5807,existing,0.4,Other Natural Gas,CA
2848,5808,existing,0.4,Other Natural Gas,CA
2849,5809,existing,0.4,Other Natural Gas,CA
2852,5813,existing,2.2,Landfill Gas,CA
2853,5814,existing,2.2,Landfill Gas,CA
2854,5815,existing,2.2,Landfill Gas,CA
2855,5816,existing,2.2,Landfill Gas,CA
2856,5817,existing,2.2,Landfill Gas,CA
2857,5818,existing,2.2,Landfill Gas,CA
2858,5821,existing,3.7,Other Natural Gas,MID_AT
2859,5822,existing,3.7,Other Natural Gas,MID_AT
2860,5823,existing,3.7,Other Natural Gas,MID_AT
2861,5824,existing,3.7,Other Natural Gas,MID_AT
2862,5825,existing,6.4,Other Natural Gas,MID_AT
2863,5826,existing,5.8,Other Natural Gas,MID_AT
2864,5827,existing,4.4,Natural Gas Internal Combustion Engine,CA
2865,5828,existing,4.4,Natural Gas Internal Combustion Engine,CA
2866,5829,existing,4.4,Natural Gas Internal Combustion Engine,CA
2874,5837,existing,4.6,Landfill Gas,CA
2875,5838,existing,4.6,Landfill Gas,CA
2876,5839,existing,4.6,Landfill Gas,CA
2877,5840,existing,4.6,Landfill Gas,CA
2878,5841,existing,4.6,Landfill Gas,CA
2879,5843,existing,14,Natural Gas Fired Combined Cycle,N_CEN
2880,5844,existing,42,Natural Gas Fired Combined Cycle,N_CEN
2881,5845,existing,42,Natural Gas Fired Combined Cycle,N_CEN
2882,5846,existing,435,Natural Gas Fired Combined Cycle,MID_AT
2883,5847,existing,435,Natural Gas Fired Combined Cycle,MID_AT
2888,5861,existing,435,Natural Gas Fired Combined Cycle,MID_AT
2889,5862,existing,435,Natural Gas Fired Combined Cycle,MID_AT
2905,5892,existing,1.4,Other Waste Biomass,NE
2907,5894,existing,1.4,Landfill Gas,CA
2933,5920,existing,1.6,Other Waste Biomass,NW
2934,5921,existing,1.6,Other Waste Biomass,NW
2935,5922,existing,1.6,Other Waste Biomass,NW
2937,5929,existing,1.5,Landfill Gas,CA
2938,5930,existing,102.7,Natural Gas Fired Combustion Turbine,TX
2939,5931,existing,1.6,Landfill Gas,N_CEN
2940,5932,existing,1.6,Landfill Gas,N_CEN
2941,5933,existing,1.6,Landfill Gas,N_CEN
2949,5946,existing,0.4,Other Natural Gas,NE
2988,5988,existing,7.2,Natural Gas Fired Combustion Turbine,N_CEN
2989,5989,existing,5.2,Natural Gas Fired Combustion Turbine,N_CEN
2990,5990,existing,1.9,Natural Gas Internal Combustion Engine,NE
2991,5991,existing,1.2,Natural Gas Internal Combustion Engine,NE
2992,5992,existing,1.2,Natural Gas Internal Combustion Engine,NE
2993,5993,existing,1.5,Natural Gas Internal Combustion Engine,NE
2994,5994,existing,1.4,Other Waste Biomass,MID_AT
2995,5995,existing,1.4,Other Waste Biomass,MID_AT
2996,5996,existing,1.4,Other Waste Biomass,MID_AT
2997,5997,existing,1.4,Other Waste Biomass,MID_AT
2998,5998,existing,122,Natural Gas Fired Combustion Turbine,CEN
3003,6003,existing,1.6,Landfill Gas,CA
3033,6033,existing,1.1,Other Natural Gas,CA
3034,6034,existing,1.1,Other Natural Gas,CA
3035,6035,existing,1.1,Other Natural Gas,CA
3036,6036,existing,1.1,Other Natural Gas,CA
3037,6037,existing,1.1,Other Natural Gas,CA
3038,6038,existing,1.1,Other Natural Gas,CA
3039,6039,existing,1.1,Other Natural Gas,CA
3040,6040,existing,1,Other Natural Gas,CA
3041,6041,existing,1.6,Landfill Gas,NE
3042,6042,existing,1.6,Landfill Gas,NE
3048,6049,existing,42.3,Natural Gas Fired Combustion Turbine,SW
3060,6068,existing,2,Natural Gas Internal Combustion Engine,MID_AT
3061,6069,existing,2,Natural Gas Internal Combustion Engine,MID_AT
3062,6070,existing,2,Natural Gas Internal Combustion Engine,MID_AT
3063,6071,existing,2,Natural Gas Internal Combustion Engine,MID_AT
3064,6072,existing,2,Natural Gas Internal Combustion Engine,MID_AT
3065,6073,existing,2,Petroleum Liquids,MID_AT
3066,6074,existing,1,Landfill Gas,SE
3067,6075,existing,18.8,Natural Gas Internal Combustion Engine,NW
3068,6076,existing,18.8,Natural Gas Internal Combustion Engine,NW
3069,6077,existing,18.8,Natural Gas Internal Combustion Engine,NW
3070,6078,existing,18.8,Natural Gas Internal Combustion Engine,NW
3071,6079,existing,18.8,Natural Gas Internal Combustion Engine,NW
3072,6080,existing,18.8,Natural Gas Internal Combustion Engine,NW
3073,6081,existing,18.8,Natural Gas Internal Combustion Engine,NW
3074,6082,existing,18.8,Natural Gas Internal Combustion Engine,NW
3075,6083,existing,18.8,Natural Gas Internal Combustion Engine,NW
3076,6084,existing,18.8,Natural Gas Internal Combustion Engine,NW
3077,6085,existing,18.8,Natural Gas Internal Combustion Engine,NW
3078,6086,existing,18.8,Natural Gas Internal Combustion Engine,NW
3079,6099,existing,5.5,Landfill Gas,SE
3080,6100,existing,5,Landfill Gas,SE
3081,6101,existing,6.5,Landfill Gas,MID_AT
3082,6102,existing,5.5,Landfill Gas,MID_AT
3085,6105,existing,579.7,Natural Gas Fired Combined Cycle,MID_AT
3086,6106,existing,297.5,Natural Gas Fired Combined Cycle,MID_AT
3087,6107,existing,297.5,Natural Gas Fired Combined Cycle,MID_AT
3088,6108,existing,297.5,Natural Gas Fired Combined Cycle,MID_AT
3089,6110,existing,4.6,Natural Gas Fired Combustion Turbine,CA
3090,6111,existing,4.6,Natural Gas Fired Combustion Turbine,CA
3096,6117,existing,10,Natural Gas Internal Combustion Engine,CEN
3097,6118,existing,10,Natural Gas Internal Combustion Engine,CEN
3098,6119,existing,10,Natural Gas Internal Combustion Engine,CEN
3099,6120,existing,10,Natural Gas Internal Combustion Engine,CEN
3100,6121,existing,10,Natural Gas Internal Combustion Engine,CEN
3101,6122,existing,10,Natural Gas Internal Combustion Engine,CEN
3102,6123,existing,10,Natural Gas Internal Combustion Engine,CEN
3103,6124,existing,10,Natural Gas Internal Combustion Engine,CEN
3104,6125,existing,10,Natural Gas Internal Combustion Engine,CEN
3105,6126,existing,10,Natural Gas Internal Combustion Engine,CEN
3106,6127,existing,10,Natural Gas Internal Combustion Engine,CEN
3107,6128,existing,10,Natural Gas Internal Combustion Engine,CEN
3108,6129,existing,3.7,Natural Gas Fired Combustion Turbine,N_CEN
3109,6130,existing,3.6,Natural Gas Fired Combustion Turbine,N_CEN
3111,6132,existing,1,Landfill Gas,MID_AT
3112,6135,existing,1.6,Landfill Gas,MID_AT
3115,6138,existing,1.6,Landfill Gas,MID_AT
3116,6139,existing,1.6,Landfill Gas,MID_AT
3124,6151,existing,1.4,Other Natural Gas,NE
3125,6152,existing,260.5,Natural Gas Fired Combined Cycle,N_CEN
3126,6153,existing,222.7,Natural Gas Fired Combined Cycle,N_CEN
3127,6154,existing,222.7,Natural Gas Fired Combined Cycle,N_CEN
3128,6155,existing,73,Natural Gas Fired Combustion Turbine,MID_AT
3138,6165,existing,0.7,Petroleum Liquids,NE
3139,6166,existing,0.3,Petroleum Liquids,NE
3140,6167,existing,1.3,Natural Gas Internal Combustion Engine,NE
3141,6168,existing,1.3,Natural Gas Internal Combustion Engine,NE
3145,6176,existing,0.6,Other Waste Biomass,N_CEN
3146,6177,existing,1.4,Other Waste Biomass,N_CEN
3150,6181,existing,380,Natural Gas Fired Combined Cycle,SE
3151,6182,existing,180,Natural Gas Fired Combined Cycle,SE
3152,6183,existing,180,Natural Gas Fired Combined Cycle,SE
3153,6184,existing,180,Natural Gas Fired Combined Cycle,SE
3158,6200,existing,9.6,Landfill Gas,MID_AT
3159,6201,existing,4.5,Natural Gas Fired Combined Cycle,MID_AT
3160,6202,existing,7.5,Natural Gas Fired Combined Cycle,MID_AT
3161,6203,existing,7.5,Natural Gas Fired Combined Cycle,MID_AT
3162,6204,existing,4.3,Natural Gas Fired Combustion Turbine,MID_AT
3163,6205,existing,4.3,Natural Gas Fired Combustion Turbine,MID_AT
3164,6206,existing,4.3,Natural Gas Fired Combustion Turbine,MID_AT
3165,6207,existing,4.3,Natural Gas Fired Combustion Turbine,MID_AT
3166,6208,existing,2.3,Petroleum Liquids,MID_AT
3167,6209,existing,5,Natural Gas Fired Combined Cycle,MID_AT
3168,6210,existing,2.3,Petroleum Liquids,MID_AT
3169,6211,existing,2.3,Petroleum Liquids,MID_AT
3170,6212,existing,5.7,Natural Gas Internal Combustion Engine,MID_AT
3172,6214,existing,5,Natural Gas Steam Turbine,CEN
3176,6222,existing,4,Natural Gas Steam Turbine,CEN
3177,6223,existing,4,Natural Gas Steam Turbine,CEN
3178,6224,existing,4,Natural Gas Steam Turbine,CEN
3179,6226,existing,3.8,Natural Gas Fired Combined Cycle,CA
3180,6227,existing,4.8,Natural Gas Fired Combined Cycle,CA
3181,6228,existing,4.8,Natural Gas Fired Combined Cycle,CA
3182,6232,existing,7,Natural Gas Fired Combustion Turbine,MID_AT
3184,6258,existing,7.9,Landfill Gas,NE
3186,6266,existing,1,Other Waste Biomass,N_CEN
3187,6267,existing,1,Other Waste Biomass,N_CEN
3188,6268,existing,1,Other Waste Biomass,N_CEN
3190,6273,existing,2,Petroleum Liquids,MID_AT
3191,6274,existing,2,Petroleum Liquids,MID_AT
3192,6275,existing,2,Petroleum Liquids,MID_AT
3200,6283,existing,4.6,Natural Gas Fired Combustion Turbine,CA
3203,6303,existing,0.9,Natural Gas Fired Combined Cycle,N_CEN
3204,6304,existing,5,Natural Gas Fired Combined Cycle,N_CEN
3205,6305,existing,5,Natural Gas Fired Combined Cycle,N_CEN
3206,6306,existing,0.8,Natural Gas Internal Combustion Engine,N_CEN
3209,6323,existing,4.3,Natural Gas Fired Combustion Turbine,NE
3210,6324,existing,5,Natural Gas Fired Combined Cycle,TX
3211,6325,existing,11,Natural Gas Fired Combined Cycle,TX
3212,6326,existing,34.1,Natural Gas Fired Combined Cycle,TX
3219,6334,existing,1.6,Other Waste Biomass,NW
3220,6335,existing,1.6,Other Waste Biomass,NW
3222,6339,existing,5,Natural Gas Fired Combustion Turbine,SW
3226,6345,existing,0.2,Other Waste Biomass,CA
3227,6346,existing,0.2,Other Waste Biomass,CA
3228,6347,existing,0.2,Other Waste Biomass,CA
3229,6348,existing,0.2,Other Waste Biomass,CA
3230,6349,existing,0.2,Other Waste Biomass,CA
3232,6351,existing,1.6,Other Waste Biomass,SW
3233,6352,existing,1.6,Other Waste Biomass,SW
3234,6353,existing,1.1,Natural Gas Internal Combustion Engine,N_CEN
3235,6354,existing,0.2,Landfill Gas,CA
3236,6355,existing,0.2,Landfill Gas,CA
3237,6356,existing,0.2,Landfill Gas,CA
3238,6357,existing,0.2,Landfill Gas,CA
3239,6358,existing,0.2,Landfill Gas,CA
3242,6361,existing,27,Petroleum Liquids,SW
3245,6364,existing,48.5,Natural Gas Fired Combustion Turbine,CA
3258,6384,existing,3.1,Other Natural Gas,MID_AT
3280,6413,existing,4.1,Natural Gas Fired Combined Cycle,NE
3281,6414,existing,16.1,Natural Gas Fired Combustion Turbine,NE
3282,6415,existing,16.1,Natural Gas Fired Combined Cycle,NE
3285,6421,existing,285,Natural Gas Fired Combined Cycle,MID_AT
3286,6422,existing,225,Natural Gas Fired Combined Cycle,MID_AT
3287,6423,existing,225,Natural Gas Fired Combined Cycle,MID_AT
3300,6442,existing,0.8,Landfill Gas,SE
3301,6443,existing,0.8,Landfill Gas,SE
3302,6445,existing,1.4,Other Waste Biomass,MID_AT
3308,6464,existing,0.8,Petroleum Liquids,MID_AT
3309,6465,existing,0.3,Petroleum Liquids,MID_AT
3331,6495,existing,1.6,Landfill Gas,CEN
3356,6520,existing,10.5,Landfill Gas,CA
3357,6521,existing,6.3,Landfill Gas,CA
3358,6522,existing,6.3,Landfill Gas,CA
3359,6523,existing,6.3,Landfill Gas,CA
3360,6524,existing,6.3,Landfill Gas,CA
3363,6527,existing,339.2,Natural Gas Fired Combined Cycle,TX
3364,6528,existing,232,Natural Gas Fired Combined Cycle,TX
3365,6529,existing,232,Natural Gas Fired Combined Cycle,TX
3369,6533,existing,339.2,Natural Gas Fired Combined Cycle,TX
3370,6534,existing,339.2,Natural Gas Fired Combined Cycle,TX
3371,6535,existing,232,Natural Gas Fired Combined Cycle,TX
3372,6536,existing,232,Natural Gas Fired Combined Cycle,TX
3373,6537,existing,232,Natural Gas Fired Combined Cycle,TX
3374,6538,existing,232,Natural Gas Fired Combined Cycle,TX
3398,6564,existing,0.8,Landfill Gas,CA
3399,6565,existing,0.8,Landfill Gas,CA
3400,6566,existing,0.8,Landfill Gas,CA
3401,6567,existing,0.8,Landfill Gas,CA
3402,6568,existing,0.8,Landfill Gas,CA
3403,6569,existing,0.8,Landfill Gas,CA
3415,6581,existing,103.9,Natural Gas Fired Combined Cycle,CA
3416,6582,existing,185,Natural Gas Fired Combined Cycle,CA
3417,6583,existing,3,Natural Gas Internal Combustion Engine,CA
3418,6584,existing,3,Natural Gas Internal Combustion Engine,CA
3423,6589,existing,2.1,Other Waste Biomass,CA
3433,6602,existing,34.4,Petroleum Coke,CEN
3434,6603,existing,10,Natural Gas Fired Combined Cycle,CEN
3435,6604,existing,40,Natural Gas Fired Combined Cycle,CEN
3436,6605,existing,1,Natural Gas Internal Combustion Engine,CEN
3437,6606,existing,1,Natural Gas Internal Combustion Engine,CEN
3438,6607,existing,1,Natural Gas Internal Combustion Engine,CEN
3442,6614,existing,13.8,Natural Gas Fired Combustion Turbine,CEN
3443,6615,existing,13.8,Natural Gas Fired Combustion Turbine,CEN
3444,6616,existing,1.6,Landfill Gas,SE
3445,6617,existing,1.6,Landfill Gas,SE
3446,6618,existing,60.5,Natural Gas Fired Combustion Turbine,CEN
3447,6619,existing,60.5,Natural Gas Fired Combustion Turbine,CEN
3448,6620,existing,60.5,Natural Gas Fired Combustion Turbine,CEN
3449,6621,existing,60.5,Natural Gas Fired Combustion Turbine,CEN
3450,6622,existing,60.5,Natural Gas Fired Combustion Turbine,CEN
3460,6635,existing,1.3,Natural Gas Steam Turbine,MID_AT
3461,6636,existing,1.5,Petroleum Liquids,MID_AT
3462,6637,existing,2,Petroleum Liquids,MID_AT
3466,6662,existing,1.6,Landfill Gas,NW
3467,6663,existing,2.3,Petroleum Liquids,CEN
3468,6664,existing,2.3,Petroleum Liquids,CEN
3469,6665,existing,2.3,Petroleum Liquids,CEN
3470,6666,existing,2.3,Petroleum Liquids,CEN
3471,6667,existing,2.3,Petroleum Liquids,CEN
3474,6674,existing,1.6,Landfill Gas,N_CEN
3475,6675,existing,1.6,Landfill Gas,NW
3476,6676,existing,1.6,Landfill Gas,NW
3477,6677,existing,70.7,Natural Gas Fired Combined Cycle,CA
3478,6678,existing,198,Natural Gas Fired Combined Cycle,CA
3479,6679,existing,70.7,Natural Gas Fired Combined Cycle,CA
3480,6680,existing,198,Natural Gas Fired Combined Cycle,CA
3492,6692,existing,2,Natural Gas Internal Combustion Engine,SW
3493,6693,existing,2,Natural Gas Internal Combustion Engine,SW
3494,6694,existing,2,Natural Gas Internal Combustion Engine,SW
3495,6695,existing,2,Natural Gas Internal Combustion Engine,SW
3496,6696,existing,2,Natural Gas Internal Combustion Engine,SW
3497,6697,existing,1.7,Petroleum Liquids,SW
