Counter,id,operational_status,capacity_mw,technology_description,OEO_region
17721,24342,existing,103,Natural Gas Fired Combustion Turbine,MID_AT
17722,24343,existing,103,Natural Gas Fired Combustion Turbine,MID_AT
17723,24344,existing,35,Petroleum Liquids,MID_AT
17724,24345,existing,16,Petroleum Liquids,MID_AT
17725,24346,existing,659,Natural Gas Steam Turbine,MID_AT
17726,24347,existing,659,Natural Gas Steam Turbine,MID_AT
17729,24352,existing,162,Petroleum Liquids,MID_AT
17730,24353,existing,18.6,Petroleum Liquids,MID_AT
17731,24354,existing,2.9,Petroleum Liquids,MID_AT
17732,24355,existing,2.9,Petroleum Liquids,MID_AT
17733,24356,existing,2.9,Petroleum Liquids,MID_AT
17734,24357,existing,2.9,Petroleum Liquids,MID_AT
17735,24358,existing,121.5,Natural Gas Fired Combustion Turbine,MID_AT
17736,24359,existing,25,Petroleum Liquids,MID_AT
17737,24360,existing,25,Petroleum Liquids,MID_AT
17740,24363,existing,20.7,Petroleum Liquids,MID_AT
17741,24364,existing,20.7,Petroleum Liquids,MID_AT
17742,24365,existing,20.7,Petroleum Liquids,MID_AT
17743,24366,existing,20.7,Petroleum Liquids,MID_AT
17744,24367,existing,141,Natural Gas Fired Combustion Turbine,MID_AT
17745,24368,existing,192,Natural Gas Fired Combustion Turbine,MID_AT
17746,24369,existing,53.1,Petroleum Liquids,MID_AT
17747,24370,existing,53.1,Petroleum Liquids,MID_AT
17749,24372,existing,53.1,Petroleum Liquids,MID_AT
17750,24373,existing,18,Natural Gas Fired Combustion Turbine,MID_AT
17751,24374,existing,18,Natural Gas Fired Combustion Turbine,MID_AT
17752,24375,existing,18,Natural Gas Fired Combustion Turbine,MID_AT
17753,24376,existing,18,Natural Gas Fired Combustion Turbine,MID_AT
17754,24377,existing,18,Natural Gas Fired Combustion Turbine,MID_AT
17755,24378,existing,18,Natural Gas Fired Combustion Turbine,MID_AT
17756,24379,existing,18,Natural Gas Fired Combustion Turbine,MID_AT
17757,24380,existing,18,Natural Gas Fired Combustion Turbine,MID_AT
17758,24381,existing,16,Petroleum Liquids,MID_AT
17759,24382,existing,414.7,Petroleum Liquids,MID_AT
17760,24383,existing,359,Conventional Steam Coal,MID_AT
17761,24384,existing,136,Conventional Steam Coal,MID_AT
17762,24385,existing,132.8,Natural Gas Steam Turbine,MID_AT
17763,24386,existing,103.5,Natural Gas Steam Turbine,MID_AT
17768,24394,existing,11.5,Petroleum Liquids,NE
17771,24397,existing,1.2,Petroleum Liquids,NE
17772,24398,existing,1,Petroleum Liquids,NE
17773,24399,existing,2.7,Petroleum Liquids,NE
17774,24400,existing,2.7,Petroleum Liquids,NE
17775,24401,existing,7.5,Petroleum Liquids,NE
17792,24418,existing,632.4,Petroleum Liquids,NE
17793,24419,existing,113.6,Petroleum Liquids,NE
17794,24420,existing,50,Petroleum Liquids,NE
17795,24421,existing,50,Petroleum Liquids,NE
17828,24461,existing,17.5,Petroleum Liquids,NE
17829,24462,existing,17.5,Petroleum Liquids,NE
17859,24496,existing,2,Petroleum Liquids,NE
17862,24503,existing,132.8,Natural Gas Fired Combustion Turbine,CEN
17863,24504,existing,132.8,Natural Gas Fired Combustion Turbine,CEN
17864,24505,existing,113.6,Natural Gas Steam Turbine,CEN
17865,24506,existing,113.6,Natural Gas Steam Turbine,CEN
17866,24507,existing,4.1,Petroleum Liquids,CEN
17867,24508,existing,4.1,Petroleum Liquids,CEN
17868,24511,existing,2,Natural Gas Internal Combustion Engine,CEN
17869,24512,existing,1.7,Natural Gas Internal Combustion Engine,CEN
17870,24513,existing,1.7,Natural Gas Internal Combustion Engine,CEN
17871,24514,existing,1.1,Natural Gas Internal Combustion Engine,CEN
17872,24515,existing,0.6,Natural Gas Internal Combustion Engine,CEN
17873,24516,existing,2.3,Natural Gas Internal Combustion Engine,CEN
17878,24533,existing,40.8,Natural Gas Steam Turbine,CEN
17879,24534,existing,25.5,Natural Gas Steam Turbine,CEN
17880,24535,existing,12.6,Natural Gas Steam Turbine,CEN
17884,24540,existing,114,Natural Gas Steam Turbine,CEN
17885,24541,existing,114,Natural Gas Steam Turbine,CEN
17886,24542,existing,25,Natural Gas Steam Turbine,CEN
17888,24544,existing,125,Natural Gas Steam Turbine,CEN
17889,24551,existing,101,Natural Gas Fired Combined Cycle,CEN
17890,24552,existing,66,Natural Gas Fired Combined Cycle,CEN
17891,24553,existing,59.3,Natural Gas Fired Combined Cycle,CEN
17893,24555,existing,260.1,Natural Gas Fired Combined Cycle,CEN
17894,24556,existing,194.7,Natural Gas Fired Combined Cycle,CEN
17895,24557,existing,194.7,Natural Gas Fired Combined Cycle,CEN
17896,24558,existing,895.1,Natural Gas Steam Turbine,CEN
17897,24559,existing,895.1,Natural Gas Steam Turbine,CEN
17901,24563,existing,582.2,Natural Gas Steam Turbine,CEN
17902,24564,existing,420.7,Natural Gas Steam Turbine,CEN
17905,24567,existing,42.2,Natural Gas Fired Combustion Turbine,CEN
17906,24568,existing,348.5,Natural Gas Steam Turbine,CEN
17909,24571,existing,188.7,Natural Gas Fired Combined Cycle,CEN
17910,24572,existing,188.7,Natural Gas Fired Combined Cycle,CEN
17911,24573,existing,188.7,Natural Gas Fired Combined Cycle,CEN
17912,24574,existing,243.1,Natural Gas Fired Combined Cycle,CEN
17913,24575,existing,113.6,Natural Gas Fired Combined Cycle,CEN
17919,24581,existing,614.6,Conventional Steam Coal,CEN
17920,24582,existing,591.8,Natural Gas Steam Turbine,CEN
17922,24584,existing,113.6,Petroleum Coke,CEN
17923,24585,existing,113.6,Petroleum Coke,CEN
17924,24589,existing,173.3,Other Gases,CEN
17925,24590,existing,129.1,Other Gases,CEN
17926,24591,existing,63,Other Gases,CEN
17927,24592,existing,62.5,Other Gases,CEN
17928,24593,existing,23,Other Gases,CEN
17929,24598,existing,230.4,Conventional Steam Coal,MID_AT
17930,24599,existing,113.6,Conventional Steam Coal,MID_AT
17931,24600,existing,98.8,Natural Gas Fired Combustion Turbine,N_CEN
17932,24601,existing,96,Conventional Steam Coal,N_CEN
17933,24602,existing,205,Conventional Steam Coal,N_CEN
17934,24603,existing,200,Conventional Steam Coal,N_CEN
17935,24604,existing,192,Conventional Steam Coal,N_CEN
17936,24605,existing,205,Conventional Steam Coal,N_CEN
17937,24606,existing,205,Conventional Steam Coal,N_CEN
17944,24613,existing,175,Conventional Steam Coal,SE
17945,24614,existing,175,Conventional Steam Coal,SE
17946,24615,existing,175,Conventional Steam Coal,SE
17947,24616,existing,175,Conventional Steam Coal,SE
17948,24617,existing,175,Conventional Steam Coal,SE
17949,24618,existing,175,Conventional Steam Coal,SE
17950,24619,existing,175,Conventional Steam Coal,SE
17951,24620,existing,175,Conventional Steam Coal,SE
17953,24622,existing,175,Conventional Steam Coal,SE
17954,24623,existing,467,Natural Gas Fired Combined Cycle,SE
17955,24624,existing,231,Natural Gas Fired Combined Cycle,SE
17956,24625,existing,231,Natural Gas Fired Combined Cycle,SE
17957,24626,existing,231,Natural Gas Fired Combined Cycle,SE
17958,24627,existing,1150.2,Conventional Steam Coal,SE
17966,24635,existing,3.1,Petroleum Liquids,SE
17967,24636,existing,3.1,Petroleum Liquids,SE
17968,24637,existing,1.1,Petroleum Liquids,SE
17969,24638,existing,0.9,Petroleum Liquids,SE
17970,24639,existing,0.7,Petroleum Liquids,SE
17971,24640,existing,1.3,Petroleum Liquids,SE
17972,24641,existing,1.3,Petroleum Liquids,SE
17973,24642,existing,282.1,Conventional Steam Coal,SE
17974,24643,existing,163.2,Conventional Steam Coal,SE
17979,24648,existing,18,Natural Gas Fired Combustion Turbine,SE
17980,24651,existing,178,Natural Gas Fired Combustion Turbine,SE
17981,24652,existing,32.6,Natural Gas Fired Combustion Turbine,SE
17982,24653,existing,16,Natural Gas Fired Combustion Turbine,SE
17991,24662,existing,543.6,Conventional Steam Coal,SE
17992,24663,existing,462.6,Conventional Steam Coal,SE
17993,24664,existing,355.5,Conventional Steam Coal,SE
17994,24665,existing,355.5,Conventional Steam Coal,SE
17995,24666,existing,287,Natural Gas Fired Combined Cycle,SE
17996,24667,existing,260,Natural Gas Fired Combined Cycle,SE
17997,24668,existing,260,Natural Gas Fired Combined Cycle,SE
18001,24672,existing,16.3,Natural Gas Fired Combustion Turbine,SE
18006,24681,existing,20.7,Natural Gas Fired Combustion Turbine,SE
18007,24682,existing,20.7,Natural Gas Fired Combustion Turbine,SE
18008,24687,existing,556.2,Conventional Steam Coal,SE
18009,24688,existing,556.5,Conventional Steam Coal,SE
18010,24689,existing,556.3,Conventional Steam Coal,SE
18011,24690,existing,556.9,Conventional Steam Coal,SE
18013,24692,existing,126,Natural Gas Fired Combustion Turbine,SE
18014,24693,existing,126,Natural Gas Fired Combustion Turbine,SE
18015,24694,existing,176.8,Natural Gas Fired Combustion Turbine,SE
18016,24695,existing,176.8,Natural Gas Fired Combustion Turbine,SE
18017,24696,existing,123,Natural Gas Fired Combustion Turbine,SE
18018,24697,existing,464,Conventional Steam Coal,SE
18019,24698,existing,179.5,Conventional Steam Coal,SE
18020,24699,existing,126,Natural Gas Fired Combustion Turbine,SE
18021,24700,existing,126,Natural Gas Fired Combustion Turbine,SE
18022,24701,existing,113.6,Conventional Steam Coal,SE
18027,24706,existing,280.5,Natural Gas Steam Turbine,MID_AT
18028,24707,existing,71.2,Natural Gas Fired Combustion Turbine,CEN
18029,24708,existing,71.2,Natural Gas Fired Combustion Turbine,CEN
18030,24709,existing,16,Natural Gas Fired Combustion Turbine,CEN
18031,24710,existing,97.9,Natural Gas Steam Turbine,CEN
18034,24719,existing,11,Natural Gas Fired Combustion Turbine,CEN
18035,24720,existing,2,Petroleum Liquids,CEN
18036,24721,existing,2,Petroleum Liquids,CEN
18038,24723,existing,20,Natural Gas Steam Turbine,CEN
18039,24724,existing,2.6,Petroleum Liquids,CEN
18040,24725,existing,1.1,Petroleum Liquids,CEN
18041,24726,existing,1.5,Petroleum Liquids,CEN
18042,24727,existing,0.6,Petroleum Liquids,CEN
18043,24728,existing,0.9,Petroleum Liquids,CEN
18044,24729,existing,1,Petroleum Liquids,CEN
18045,24730,existing,1.2,Petroleum Liquids,CEN
18046,24731,existing,1.3,Natural Gas Internal Combustion Engine,CEN
18047,24732,existing,1.3,Natural Gas Internal Combustion Engine,CEN
18048,24733,existing,1.3,Natural Gas Internal Combustion Engine,CEN
18049,24734,existing,2.4,Natural Gas Internal Combustion Engine,CEN
18050,24735,existing,2,Natural Gas Internal Combustion Engine,CEN
18051,24736,existing,1.1,Natural Gas Internal Combustion Engine,CEN
18052,24737,existing,1.3,Natural Gas Internal Combustion Engine,CEN
18053,24738,existing,3.2,Natural Gas Internal Combustion Engine,CEN
18054,24739,existing,1.3,Natural Gas Internal Combustion Engine,CEN
18055,24740,existing,1.3,Natural Gas Internal Combustion Engine,CEN
18056,24741,existing,0.5,Natural Gas Internal Combustion Engine,CEN
18057,24742,existing,2,Natural Gas Internal Combustion Engine,CEN
18058,24743,existing,1.1,Natural Gas Internal Combustion Engine,CEN
18059,24744,existing,1.1,Natural Gas Internal Combustion Engine,CEN
18060,24745,existing,1.4,Petroleum Liquids,CEN
18061,24746,existing,1.4,Petroleum Liquids,CEN
18062,24747,existing,1.4,Petroleum Liquids,CEN
18063,24748,existing,1.1,Petroleum Liquids,CEN
18064,24749,existing,3,Petroleum Liquids,CEN
18065,24750,existing,0.5,Petroleum Liquids,CEN
18066,24751,existing,1.5,Petroleum Liquids,CEN
18067,24752,existing,1.1,Petroleum Liquids,CEN
18068,24753,existing,1.4,Petroleum Liquids,CEN
18072,24757,existing,0.6,Natural Gas Internal Combustion Engine,CEN
18073,24758,existing,0.4,Natural Gas Internal Combustion Engine,CEN
18074,24759,existing,1,Natural Gas Internal Combustion Engine,CEN
18075,24760,existing,1,Natural Gas Internal Combustion Engine,CEN
18076,24761,existing,2,Petroleum Liquids,CEN
18077,24762,existing,1.7,Petroleum Liquids,CEN
18079,24764,existing,1.3,Petroleum Liquids,CEN
18080,24765,existing,0.9,Petroleum Liquids,CEN
18081,24766,existing,2.7,Petroleum Liquids,CEN
18083,24768,existing,1.5,Petroleum Liquids,CEN
18084,24769,existing,1.1,Petroleum Liquids,CEN
18085,24770,existing,2.5,Petroleum Liquids,CEN
18086,24771,existing,2.5,Petroleum Liquids,CEN
18087,24772,existing,2.2,Petroleum Liquids,CEN
18088,24773,existing,1.4,Petroleum Liquids,CEN
18089,24774,existing,1.4,Petroleum Liquids,CEN
18090,24775,existing,1,Petroleum Liquids,CEN
18091,24776,existing,0.8,Petroleum Liquids,CEN
18092,24777,existing,1.5,Petroleum Liquids,CEN
18093,24778,existing,4.4,Natural Gas Internal Combustion Engine,CEN
18094,24779,existing,3,Petroleum Liquids,CEN
18095,24780,existing,2.5,Petroleum Liquids,CEN
18096,24781,existing,2.5,Petroleum Liquids,CEN
18097,24782,existing,3.5,Natural Gas Internal Combustion Engine,CEN
18098,24783,existing,3.6,Natural Gas Internal Combustion Engine,CEN
18099,24784,existing,3.6,Natural Gas Internal Combustion Engine,CEN
18100,24785,existing,1.5,Petroleum Liquids,CEN
18101,24786,existing,14,Natural Gas Steam Turbine,CEN
18104,24789,existing,6,Natural Gas Internal Combustion Engine,CEN
18105,24790,existing,6,Natural Gas Internal Combustion Engine,CEN
18106,24791,existing,3.5,Natural Gas Internal Combustion Engine,CEN
18107,24792,existing,3.7,Natural Gas Internal Combustion Engine,CEN
18108,24793,existing,11.5,Natural Gas Fired Combustion Turbine,CEN
18109,24794,existing,0.7,Natural Gas Internal Combustion Engine,CEN
18110,24795,existing,0.5,Natural Gas Internal Combustion Engine,CEN
18111,24796,existing,0.5,Natural Gas Internal Combustion Engine,CEN
18112,24797,existing,1.1,Petroleum Liquids,CEN
18113,24798,existing,2,Petroleum Liquids,CEN
18114,24799,existing,2.3,Petroleum Liquids,CEN
18115,24800,existing,3.1,Petroleum Liquids,CEN
18116,24801,existing,1.2,Petroleum Liquids,CEN
18118,24803,existing,2.3,Petroleum Liquids,CEN
18119,24804,existing,1.1,Natural Gas Internal Combustion Engine,CEN
18120,24805,existing,2,Natural Gas Internal Combustion Engine,CEN
18122,24807,existing,0.8,Petroleum Liquids,CEN
18123,24808,existing,1.7,Natural Gas Internal Combustion Engine,CEN
18124,24809,existing,2,Natural Gas Internal Combustion Engine,CEN
18125,24810,existing,2,Natural Gas Internal Combustion Engine,CEN
18126,24811,existing,1.2,Natural Gas Internal Combustion Engine,CEN
18127,24812,existing,0.8,Petroleum Liquids,CEN
18128,24813,existing,1.1,Natural Gas Internal Combustion Engine,CEN
18129,24814,existing,1.5,Petroleum Liquids,CEN
18130,24815,existing,2,Petroleum Liquids,CEN
18131,24816,existing,1.5,Petroleum Liquids,CEN
18132,24817,existing,0.8,Petroleum Liquids,CEN
18133,24818,existing,1.1,Petroleum Liquids,CEN
18134,24827,existing,2,Petroleum Liquids,CEN
18135,24828,existing,3,Natural Gas Internal Combustion Engine,CEN
18136,24829,existing,2.1,Natural Gas Internal Combustion Engine,CEN
18137,24830,existing,0.7,Natural Gas Internal Combustion Engine,CEN
18138,24831,existing,1.3,Natural Gas Internal Combustion Engine,CEN
18141,24834,existing,2.7,Natural Gas Internal Combustion Engine,CEN
18142,24835,existing,2.1,Petroleum Liquids,CEN
18143,24836,existing,1.4,Natural Gas Internal Combustion Engine,CEN
18144,24837,existing,1.1,Natural Gas Internal Combustion Engine,CEN
18145,24838,existing,0.9,Natural Gas Internal Combustion Engine,CEN
18146,24839,existing,71.2,Natural Gas Fired Combustion Turbine,CEN
18147,24840,existing,71.2,Petroleum Liquids,CEN
18148,24841,existing,72.4,Natural Gas Fired Combustion Turbine,CEN
18150,24843,existing,2,Petroleum Liquids,CEN
18151,24844,existing,3.5,Petroleum Liquids,CEN
18153,24846,existing,1.3,Petroleum Liquids,CEN
18154,24847,existing,0.7,Petroleum Liquids,CEN
18155,24848,existing,1.3,Petroleum Liquids,CEN
18156,24849,existing,1.3,Petroleum Liquids,CEN
18157,24850,existing,6.4,Petroleum Liquids,CEN
18158,24851,existing,2,Petroleum Liquids,CEN
18159,24852,existing,2,Petroleum Liquids,CEN
18160,24853,existing,2,Petroleum Liquids,CEN
18161,24854,existing,2,Petroleum Liquids,CEN
18162,24855,existing,2,Petroleum Liquids,CEN
18166,24860,existing,1.8,Petroleum Liquids,CEN
18167,24861,existing,1.5,Petroleum Liquids,CEN
18169,24863,existing,1.1,Petroleum Liquids,CEN
18170,24864,existing,1.1,Petroleum Liquids,CEN
18171,24865,existing,6.3,Natural Gas Internal Combustion Engine,CEN
18172,24866,existing,2.5,Natural Gas Internal Combustion Engine,CEN
18173,24867,existing,2.4,Natural Gas Internal Combustion Engine,CEN
18174,24868,existing,3.5,Natural Gas Internal Combustion Engine,CEN
18176,24870,existing,2.2,Natural Gas Internal Combustion Engine,CEN
18177,24871,existing,2.2,Natural Gas Internal Combustion Engine,CEN
18179,24873,existing,157.5,Natural Gas Steam Turbine,CEN
18180,24874,existing,81.6,Natural Gas Steam Turbine,CEN
18181,24875,existing,65.7,Petroleum Liquids,CEN
18182,24876,existing,65.7,Petroleum Liquids,CEN
18184,24881,existing,2.5,Petroleum Liquids,CEN
18192,24889,existing,2.7,Petroleum Liquids,CEN
18193,24890,existing,2.7,Petroleum Liquids,CEN
18194,24891,existing,2.7,Petroleum Liquids,CEN
18195,24892,existing,2.7,Petroleum Liquids,CEN
18198,24895,existing,5,Natural Gas Internal Combustion Engine,CEN
18202,24899,existing,2.7,Petroleum Liquids,CEN
18203,24900,existing,5,Natural Gas Internal Combustion Engine,CEN
18204,24903,existing,2,Petroleum Liquids,CEN
18205,24904,existing,4.3,Petroleum Liquids,CEN
18206,24905,existing,2.8,Petroleum Liquids,CEN
18207,24906,existing,1.8,Petroleum Liquids,CEN
18208,24907,existing,3.1,Natural Gas Internal Combustion Engine,CEN
18209,24908,existing,3.1,Natural Gas Internal Combustion Engine,CEN
18210,24909,existing,2.4,Petroleum Liquids,CEN
18211,24910,existing,2,Petroleum Liquids,CEN
18212,24911,existing,7,Natural Gas Internal Combustion Engine,CEN
18213,24912,existing,4,Natural Gas Internal Combustion Engine,CEN
18214,24913,existing,2,Natural Gas Internal Combustion Engine,CEN
18215,24914,existing,1,Petroleum Liquids,CEN
18217,24916,existing,1.3,Natural Gas Internal Combustion Engine,CEN
18218,24917,existing,1.3,Natural Gas Internal Combustion Engine,CEN
18219,24918,existing,1.1,Natural Gas Internal Combustion Engine,CEN
18220,24919,existing,0.6,Natural Gas Internal Combustion Engine,CEN
18221,24920,existing,1.3,Natural Gas Internal Combustion Engine,CEN
18222,24921,existing,1.3,Natural Gas Internal Combustion Engine,CEN
18224,24923,existing,1.6,Petroleum Liquids,CEN
18229,24928,existing,5,Natural Gas Internal Combustion Engine,CEN
18230,24929,existing,2.2,Natural Gas Internal Combustion Engine,CEN
18231,24930,existing,2.2,Natural Gas Internal Combustion Engine,CEN
18232,24931,existing,0.7,Petroleum Liquids,CEN
18233,24932,existing,1.3,Natural Gas Internal Combustion Engine,CEN
18234,24933,existing,1,Natural Gas Internal Combustion Engine,CEN
18235,24934,existing,4.3,Natural Gas Internal Combustion Engine,CEN
18236,24935,existing,2,Natural Gas Internal Combustion Engine,CEN
18237,24936,existing,3.7,Natural Gas Internal Combustion Engine,CEN
18238,24937,existing,3.5,Natural Gas Internal Combustion Engine,CEN
18239,24938,existing,2.2,Natural Gas Internal Combustion Engine,CEN
18240,24939,existing,1.4,Natural Gas Internal Combustion Engine,CEN
18241,24940,existing,2.5,Petroleum Liquids,CEN
18242,24941,existing,2.4,Petroleum Liquids,CEN
18243,24942,existing,2.5,Petroleum Liquids,CEN
18244,24943,existing,0.9,Petroleum Liquids,CEN
18245,24944,existing,1.5,Petroleum Liquids,CEN
18246,24945,existing,0.4,Petroleum Liquids,CEN
18247,24946,existing,1.5,Petroleum Liquids,CEN
18248,24947,existing,1.1,Petroleum Liquids,CEN
18249,24948,existing,1.1,Petroleum Liquids,CEN
18250,24949,existing,1.1,Petroleum Liquids,CEN
18253,24952,existing,1,Petroleum Liquids,CEN
18256,24960,existing,3.3,Petroleum Liquids,CEN
18257,24961,existing,1.1,Petroleum Liquids,CEN
18258,24962,existing,0.6,Petroleum Liquids,CEN
18259,24963,existing,1.4,Petroleum Liquids,CEN
18260,24964,existing,2.1,Petroleum Liquids,CEN
18262,24966,existing,2.7,Petroleum Liquids,CEN
18263,24967,existing,4.5,Petroleum Liquids,CEN
18264,24968,existing,4.5,Petroleum Liquids,CEN
18265,24969,existing,1.3,Petroleum Liquids,CEN
18266,24970,existing,1.7,Petroleum Liquids,CEN
18268,24972,existing,40,Natural Gas Steam Turbine,CEN
18269,24973,existing,18.7,Natural Gas Steam Turbine,CEN
18270,24974,existing,2,Petroleum Liquids,CEN
18271,24975,existing,2,Petroleum Liquids,CEN
18272,24976,existing,6.8,Natural Gas Internal Combustion Engine,CEN
18273,24977,existing,3.5,Natural Gas Internal Combustion Engine,CEN
18274,24978,existing,3.5,Natural Gas Internal Combustion Engine,CEN
18275,24979,existing,5.1,Natural Gas Internal Combustion Engine,CEN
18276,24980,existing,2.1,Natural Gas Internal Combustion Engine,CEN
18277,24981,existing,0.9,Natural Gas Internal Combustion Engine,CEN
18278,24982,existing,5,Natural Gas Steam Turbine,CEN
18279,24983,existing,3,Natural Gas Steam Turbine,CEN
18281,24985,existing,2,Natural Gas Internal Combustion Engine,CEN
18282,24986,existing,2,Natural Gas Internal Combustion Engine,CEN
18283,24987,existing,60,Natural Gas Fired Combustion Turbine,CEN
18284,24991,existing,4.8,Natural Gas Internal Combustion Engine,CEN
18285,24992,existing,1,Natural Gas Internal Combustion Engine,CEN
18286,24993,existing,2.3,Petroleum Liquids,CEN
18289,24996,existing,1.3,Petroleum Liquids,CEN
18290,24997,existing,2,Petroleum Liquids,CEN
18292,24999,existing,0.9,Natural Gas Internal Combustion Engine,CEN
18293,25000,existing,1.1,Natural Gas Internal Combustion Engine,CEN
18294,25001,existing,0.9,Natural Gas Internal Combustion Engine,CEN
18296,25003,existing,1.1,Natural Gas Internal Combustion Engine,CEN
18297,25004,existing,6,Petroleum Liquids,CEN
18298,25005,existing,4.1,Petroleum Liquids,CEN
18299,25006,existing,0.7,Petroleum Liquids,CEN
18300,25007,existing,3.5,Petroleum Liquids,CEN
18301,25008,existing,2,Petroleum Liquids,CEN
18302,25009,existing,1.5,Petroleum Liquids,CEN
18303,25010,existing,1.5,Petroleum Liquids,CEN
18304,25011,existing,2.8,Petroleum Liquids,CEN
18305,25012,existing,5.1,Petroleum Liquids,CEN
18306,25013,existing,3.7,Petroleum Liquids,CEN
18307,25014,existing,1.7,Petroleum Liquids,CEN
18308,25015,existing,1,Petroleum Liquids,CEN
18312,25019,existing,1.1,Petroleum Liquids,CEN
18313,25020,existing,1.1,Petroleum Liquids,CEN
18314,25021,existing,2,Petroleum Liquids,CEN
18316,25023,existing,2,Petroleum Liquids,CEN
18317,25024,existing,2,Natural Gas Internal Combustion Engine,CEN
18318,25025,existing,2.2,Natural Gas Internal Combustion Engine,CEN
18319,25026,existing,2.2,Natural Gas Internal Combustion Engine,CEN
18320,25027,existing,0.7,Petroleum Liquids,CEN
18321,25028,existing,1,Natural Gas Internal Combustion Engine,CEN
18322,25029,existing,0.3,Petroleum Liquids,CEN
18323,25030,existing,1.1,Natural Gas Internal Combustion Engine,CEN
18324,25031,existing,0.9,Petroleum Liquids,CEN
18325,25032,existing,2,Petroleum Liquids,CEN
18327,25034,existing,1.2,Petroleum Liquids,CEN
18328,25035,existing,0.9,Natural Gas Internal Combustion Engine,CEN
18329,25036,existing,0.6,Natural Gas Internal Combustion Engine,CEN
18330,25037,existing,4,Natural Gas Internal Combustion Engine,CEN
18331,25038,existing,3,Natural Gas Internal Combustion Engine,CEN
18332,25039,existing,4.1,Natural Gas Internal Combustion Engine,CEN
18337,25045,existing,403,Conventional Steam Coal,CEN
18338,25046,existing,114,Conventional Steam Coal,CEN
18345,25053,existing,2.7,Petroleum Liquids,CEN
18346,25054,existing,129,Petroleum Liquids,CEN
18347,25055,existing,71,Natural Gas Fired Combustion Turbine,CEN
18348,25056,existing,71,Natural Gas Fired Combustion Turbine,CEN
18349,25057,existing,71,Natural Gas Fired Combustion Turbine,CEN
18354,25063,existing,725.9,Conventional Steam Coal,CEN
18355,25064,existing,873,Conventional Steam Coal,CEN
18356,25065,existing,178.5,Natural Gas Fired Combustion Turbine,CEN
18357,25066,existing,98.3,Natural Gas Fired Combustion Turbine,CEN
18358,25067,existing,98.3,Natural Gas Fired Combustion Turbine,CEN
18359,25068,existing,2.9,Petroleum Liquids,CEN
18365,25074,existing,118.8,Natural Gas Fired Combined Cycle,CEN
18366,25075,existing,148.8,Natural Gas Fired Combined Cycle,CEN
18367,25076,existing,16.3,Natural Gas Fired Combustion Turbine,CEN
18368,25077,existing,16.3,Natural Gas Fired Combustion Turbine,CEN
18369,25078,existing,81.6,Natural Gas Steam Turbine,CEN
18370,25079,existing,149,Natural Gas Steam Turbine,CEN
18371,25080,existing,15,Natural Gas Fired Combustion Turbine,CEN
18372,25081,existing,50,Natural Gas Steam Turbine,CEN
18373,25082,existing,16,Natural Gas Fired Combustion Turbine,CEN
18374,25083,existing,2,Petroleum Liquids,CEN
18375,25084,existing,2,Petroleum Liquids,CEN
18376,25087,existing,81.6,Natural Gas Fired Combustion Turbine,N_CEN
18377,25088,existing,37.5,Natural Gas Steam Turbine,N_CEN
18385,25096,existing,35.3,Natural Gas Fired Combined Cycle,N_CEN
18386,25097,existing,27,Natural Gas Fired Combined Cycle,N_CEN
18387,25098,existing,7.5,Natural Gas Fired Combined Cycle,N_CEN
18388,25099,existing,7.5,Natural Gas Fired Combined Cycle,N_CEN
18389,25100,existing,7.5,Natural Gas Fired Combined Cycle,N_CEN
18390,25101,existing,2,Petroleum Liquids,N_CEN
18391,25102,existing,2,Petroleum Liquids,N_CEN
18392,25103,existing,2,Petroleum Liquids,N_CEN
18393,25104,existing,4.4,Petroleum Liquids,N_CEN
18394,25105,existing,1.7,Petroleum Liquids,N_CEN
18395,25106,existing,1.5,Petroleum Liquids,N_CEN
18396,25107,existing,2.2,Petroleum Liquids,N_CEN
18397,25108,existing,2.2,Petroleum Liquids,N_CEN
18398,25109,existing,1.6,Petroleum Liquids,N_CEN
18399,25110,existing,1.6,Petroleum Liquids,N_CEN
18400,25111,existing,1.6,Petroleum Liquids,N_CEN
18402,25113,existing,1.1,Petroleum Liquids,N_CEN
18406,25117,existing,5.5,Petroleum Liquids,N_CEN
18407,25118,existing,5.5,Petroleum Liquids,N_CEN
18408,25119,existing,3,Petroleum Liquids,N_CEN
18409,25120,existing,2.5,Petroleum Liquids,N_CEN
18411,25122,existing,2.5,Petroleum Liquids,N_CEN
18412,25123,existing,2.2,Petroleum Liquids,N_CEN
18413,25124,existing,0.9,Petroleum Liquids,N_CEN
18414,25125,existing,1.1,Petroleum Liquids,N_CEN
18415,25126,existing,21.3,Petroleum Liquids,N_CEN
18416,25127,existing,3,Petroleum Liquids,N_CEN
18417,25128,existing,5.6,Petroleum Liquids,N_CEN
18418,25129,existing,3.7,Petroleum Liquids,N_CEN
18419,25130,existing,2.5,Petroleum Liquids,N_CEN
18420,25131,existing,0.6,Petroleum Liquids,N_CEN
18421,25132,existing,0.8,Petroleum Liquids,N_CEN
18422,25133,existing,1.3,Petroleum Liquids,N_CEN
18423,25134,existing,2,Petroleum Liquids,N_CEN
18424,25135,existing,2,Petroleum Liquids,N_CEN
18429,25140,existing,1.3,Petroleum Liquids,N_CEN
18430,25141,existing,0.6,Petroleum Liquids,N_CEN
18431,25142,existing,1.1,Petroleum Liquids,N_CEN
18432,25143,existing,1.1,Petroleum Liquids,N_CEN
