Region_Name,Output_Title,Output_value
SW,Iter 2: New VRE Cluster 11 CapCred,1.0
SW,Iter 1: New VRE Cluster 12 ELCC (MW),500.0
SW,Iter 1: New VRE Cluster 12 CapCred,0.5
SW,Iter 2: New VRE Cluster 12 ELCC (MW),1000.0
SW,Iter 2: New VRE Cluster 12 CapCred,1.0
SW,Iter 1: New VRE Cluster 13 ELCC (MW),500.0
SW,Iter 1: New VRE Cluster 13 CapCred,0.5
SW,Iter 2: New VRE Cluster 13 ELCC (MW),1000.0
SW,Iter 2: New VRE Cluster 13 CapCred,1.0
SW,Iter 1: New VRE Cluster 14 ELCC (MW),500.0
SW,Iter 1: New VRE Cluster 14 CapCred,0.5
SW,Iter 2: New VRE Cluster 14 ELCC (MW),1000.0
SW,Iter 2: New VRE Cluster 14 CapCred,1.0
SW,Iter 1: New VRE Cluster 15 ELCC (MW),500.0
SW,Iter 1: New VRE Cluster 15 CapCred,0.5
SW,Iter 2: New VRE Cluster 15 ELCC (MW),1000.0
SW,Iter 2: New VRE Cluster 15 CapCred,1.0
SW,Iter 1: New VRE Cluster 16 ELCC (MW),500.0
SW,Iter 1: New VRE Cluster 16 CapCred,0.5
SW,Iter 2: New VRE Cluster 16 ELCC (MW),1000.0
SW,Iter 2: New VRE Cluster 16 CapCred,1.0
SW,Iter 1: New VRE Cluster 17 ELCC (MW),500.0
SW,Iter 1: New VRE Cluster 17 CapCred,0.5
SW,Iter 2: New VRE Cluster 17 ELCC (MW),1000.0
SW,Iter 2: New VRE Cluster 17 CapCred,1.0
SW,Iter 1: New VRE Cluster 18 ELCC (MW),500.0
SW,Iter 1: New VRE Cluster 18 CapCred,0.5
SW,Iter 2: New VRE Cluster 18 ELCC (MW),1000.0
SW,Iter 2: New VRE Cluster 18 CapCred,1.0
SW,Iter 1: New VRE Cluster 19 ELCC (MW),500.0
SW,Iter 1: New VRE Cluster 19 CapCred,0.5
SW,Iter 2: New VRE Cluster 19 ELCC (MW),1000.0
SW,Iter 2: New VRE Cluster 19 CapCred,1.0
SW,Iter 1: New VRE Cluster 20 ELCC (MW),500.0
SW,Iter 1: New VRE Cluster 20 CapCred,0.5
SW,Iter 2: New VRE Cluster 20 ELCC (MW),1000.0
SW,Iter 2: New VRE Cluster 20 CapCred,1.0
SW,Iter 1: New VRE Cluster 21 ELCC (MW),500.0
SW,Iter 1: New VRE Cluster 21 CapCred,0.5
SW,Iter 2: New VRE Cluster 21 ELCC (MW),1000.0
