,id,operational_status,capacity_mw,technology_description,OEO_region
3030,6030,existing,0.7,Solar Photovoltaic,CA
3031,6031,existing,1.5,Solar Photovoltaic,CA
3032,6032,existing,1.5,Solar Photovoltaic,CA
3043,6043,existing,1.3,Solar Photovoltaic,SW
3044,6044,existing,1.1,Solar Photovoltaic,SW
3045,6046,existing,1.5,Solar Photovoltaic,CA
3046,6047,existing,1.5,Solar Photovoltaic,CA
3049,6050,existing,4.5,Solar Photovoltaic,NE
3050,6051,existing,6,Solar Photovoltaic,NE
3051,6053,existing,3,Solar Photovoltaic,NE
3052,6054,existing,5,Solar Photovoltaic,NE
3053,6061,existing,5,Solar Photovoltaic,NE
3054,6062,existing,4,Solar Photovoltaic,NE
3055,6063,existing,5,Solar Photovoltaic,SE
3056,6064,existing,5,Solar Photovoltaic,SE
3057,6065,existing,1.9,Solar Photovoltaic,NE
3058,6066,existing,1,Solar Photovoltaic,NE
3059,6067,existing,4.7,Solar Photovoltaic,NE
3083,6103,existing,14.8,Solar Photovoltaic,SW
3084,6104,existing,1,Solar Photovoltaic,CA
3095,6116,existing,1,Solar Photovoltaic,SW
3110,6131,existing,1.6,Solar Photovoltaic,CA
3113,6136,existing,3.5,Solar Photovoltaic,CA
3114,6137,existing,1.9,Solar Photovoltaic,CA
3117,6144,existing,1,Solar Photovoltaic,CA
3118,6145,existing,1,Solar Photovoltaic,MID_AT
3119,6146,existing,218,Onshore Wind Turbine,TX
3120,6147,existing,1,Solar Photovoltaic,MID_AT
3121,6148,existing,1.3,Solar Photovoltaic,SW
3122,6149,existing,1,Solar Photovoltaic,MID_AT
3123,6150,existing,10,Onshore Wind Turbine,NE
3129,6156,existing,12,Solar Photovoltaic,CA
3130,6157,existing,6,Onshore Wind Turbine,CA
3131,6158,existing,1,Solar Photovoltaic,CA
3132,6159,existing,2.9,Solar Photovoltaic,MID_AT
3135,6162,existing,11.8,Solar Photovoltaic,MID_AT
3136,6163,existing,9,Solar Photovoltaic,CA
3137,6164,existing,1.5,Solar Photovoltaic,CA
3142,6173,existing,1.5,Onshore Wind Turbine,MID_AT
3143,6174,existing,1.5,Onshore Wind Turbine,MID_AT
3144,6175,existing,1.5,Onshore Wind Turbine,MID_AT
3147,6178,existing,40,Onshore Wind Turbine,NW
3148,6179,existing,2.5,Solar Photovoltaic,CA
3154,6185,existing,1.9,Solar Photovoltaic,NE
3155,6186,existing,15,Solar Photovoltaic,SW
3156,6198,existing,1.9,Solar Photovoltaic,NE
3157,6199,existing,59.8,Onshore Wind Turbine,CEN
3171,6213,existing,10,Solar Photovoltaic,CA
3173,6215,existing,2.5,Solar Photovoltaic,CA
3174,6216,existing,100.8,Onshore Wind Turbine,CEN
3175,6217,existing,20,Solar Photovoltaic,CA
3183,6244,existing,1.9,Solar Photovoltaic,MID_AT
3185,6265,existing,2,Solar Photovoltaic,N_CEN
3189,6270,existing,2,Solar Photovoltaic,NE
3193,6276,existing,4.5,Solar Photovoltaic,SW
3194,6277,existing,1.3,Solar Photovoltaic,CA
3195,6278,existing,1,Solar Photovoltaic,CA
3196,6279,existing,0.3,Solar Photovoltaic,CA
3197,6280,existing,2,Solar Photovoltaic,CA
3198,6281,existing,0.3,Solar Photovoltaic,CA
3199,6282,existing,0.3,Solar Photovoltaic,CA
3201,6293,existing,1.7,Solar Photovoltaic,N_CEN
3202,6302,existing,61.2,Onshore Wind Turbine,CEN
3207,6320,existing,99.2,Onshore Wind Turbine,SW
3208,6321,existing,162,Onshore Wind Turbine,CA
3213,6327,existing,2,Solar Photovoltaic,NW
3214,6328,existing,20,Solar Photovoltaic,CA
3215,6329,existing,20,Solar Photovoltaic,CA
3216,6330,existing,10.8,Solar Photovoltaic,SW
3217,6332,existing,2,Solar Photovoltaic,NE
3218,6333,existing,2,Solar Photovoltaic,NE
3221,6336,existing,48,Onshore Wind Turbine,NE
3223,6341,existing,98.9,Onshore Wind Turbine,CEN
3224,6343,existing,12.4,Solar Photovoltaic,SE
3225,6344,existing,2,Solar Photovoltaic,MID_AT
3231,6350,existing,4.4,Solar Photovoltaic,NW
3240,6359,existing,200,Onshore Wind Turbine,SW
3241,6360,existing,200,Onshore Wind Turbine,SW
3244,6363,existing,2,Solar Photovoltaic,MID_AT
3246,6365,existing,50,Onshore Wind Turbine,N_CEN
3247,6366,existing,62.4,Onshore Wind Turbine,N_CEN
3248,6367,existing,49.6,Onshore Wind Turbine,N_CEN
3249,6368,existing,3,Solar Photovoltaic,CA
3250,6369,existing,1.5,Solar Photovoltaic,CA
3251,6377,existing,1.9,Onshore Wind Turbine,CA
3252,6378,existing,1.6,Onshore Wind Turbine,CA
3253,6379,existing,1.6,Onshore Wind Turbine,CA
3254,6380,existing,1,Onshore Wind Turbine,CA
3255,6381,existing,1,Onshore Wind Turbine,CA
3256,6382,existing,1,Onshore Wind Turbine,CA
3257,6383,existing,81,Onshore Wind Turbine,N_CEN
3259,6388,existing,119.7,Onshore Wind Turbine,NW
3260,6389,existing,1,Onshore Wind Turbine,CA
3261,6390,existing,1,Onshore Wind Turbine,CA
3262,6391,existing,28,Onshore Wind Turbine,N_CEN
3263,6392,existing,1.5,Onshore Wind Turbine,CA
3264,6393,existing,1.5,Onshore Wind Turbine,CA
3265,6394,existing,1.6,Onshore Wind Turbine,CA
3266,6395,existing,1.6,Onshore Wind Turbine,CA
3267,6398,existing,298,Onshore Wind Turbine,SW
3268,6399,existing,3.5,Solar Photovoltaic,NE
3269,6400,existing,1.8,Solar Photovoltaic,MID_AT
3270,6401,existing,1.5,Solar Photovoltaic,MID_AT
3271,6402,existing,2.1,Solar Photovoltaic,MID_AT
3272,6403,existing,1,Solar Photovoltaic,MID_AT
3273,6404,existing,5,Solar Photovoltaic,MID_AT
3274,6405,existing,3.4,Solar Photovoltaic,MID_AT
3275,6406,existing,1.3,Solar Photovoltaic,MID_AT
3276,6407,existing,1.6,Onshore Wind Turbine,N_CEN
3277,6408,existing,94.4,Onshore Wind Turbine,NE
3278,6409,existing,0.5,Solar Photovoltaic,CA
3279,6410,existing,0.5,Solar Photovoltaic,CA
3283,6418,existing,3.5,Solar Photovoltaic,MID_AT
3284,6420,existing,112.5,Onshore Wind Turbine,TX
3288,6424,existing,148.8,Onshore Wind Turbine,CEN
3289,6425,existing,1,Solar Photovoltaic,CA
3290,6426,existing,1,Solar Photovoltaic,CA
3291,6427,existing,1,Solar Photovoltaic,CA
3292,6429,existing,2,Solar Photovoltaic,CA
3293,6430,existing,2,Solar Photovoltaic,CA
3294,6431,existing,1.6,Onshore Wind Turbine,N_CEN
3295,6432,existing,1.1,Solar Photovoltaic,MID_AT
3296,6434,existing,10,Solar Photovoltaic,TX
3297,6437,existing,1.5,Onshore Wind Turbine,NE
3298,6438,existing,1,Solar Photovoltaic,SE
3299,6441,existing,23,Solar Photovoltaic,CA
3306,6462,existing,1.3,Solar Photovoltaic,MID_AT
3307,6463,existing,30,Onshore Wind Turbine,TX
3310,6469,existing,30,Onshore Wind Turbine,N_CEN
3311,6470,existing,6,Onshore Wind Turbine,N_CEN
3312,6476,existing,9,Solar Photovoltaic,SW
3313,6477,existing,64.8,Onshore Wind Turbine,CEN
3314,6478,existing,235.2,Onshore Wind Turbine,CEN
3315,6479,existing,0.8,Solar Photovoltaic,MID_AT
3316,6480,existing,2,Solar Photovoltaic,MID_AT
3317,6481,existing,25,Solar Photovoltaic,CA
3318,6482,existing,1.5,Onshore Wind Turbine,N_CEN
3319,6483,existing,3.3,Solar Photovoltaic,SW
3320,6484,existing,7.5,Solar Photovoltaic,MID_AT
3321,6485,existing,30,Offshore Wind Turbine,NE
3322,6486,existing,1.5,Solar Photovoltaic,CA
3323,6487,existing,2.2,Solar Photovoltaic,NE
3324,6488,existing,5.5,Solar Photovoltaic,MID_AT
3325,6489,existing,3.9,Solar Photovoltaic,MID_AT
3326,6490,existing,1.5,Solar Photovoltaic,CA
3327,6491,existing,10,Solar Photovoltaic,TX
3328,6492,existing,20,Onshore Wind Turbine,NE
3329,6493,existing,1.7,Onshore Wind Turbine,NE
3330,6494,existing,1.7,Onshore Wind Turbine,NE
3336,6500,existing,92,Onshore Wind Turbine,TX
3337,6501,existing,81.6,Onshore Wind Turbine,N_CEN
3338,6502,existing,40,Onshore Wind Turbine,NW
3339,6503,existing,104,Onshore Wind Turbine,CEN
3340,6504,existing,30,Solar Photovoltaic,SW
3341,6505,existing,30,Solar Photovoltaic,SW
3342,6506,existing,34,Solar Photovoltaic,SW
3343,6507,existing,30,Solar Photovoltaic,SW
3344,6508,existing,30,Solar Photovoltaic,SW
3345,6509,existing,1.8,Solar Photovoltaic,MID_AT
3346,6510,existing,1,Solar Photovoltaic,MID_AT
3347,6511,existing,2.1,Solar Photovoltaic,MID_AT
3348,6512,existing,1.4,Solar Photovoltaic,TX
3349,6513,existing,1,Solar Photovoltaic,SE
3350,6514,existing,1.2,Solar Photovoltaic,SE
3351,6515,existing,0.4,Solar Photovoltaic,SW
3352,6516,existing,4.2,Solar Photovoltaic,SW
3353,6517,existing,5,Solar Photovoltaic,TX
3354,6518,existing,5.6,Solar Photovoltaic,TX
3355,6519,existing,217,Onshore Wind Turbine,N_CEN
3361,6525,existing,0.5,Solar Photovoltaic,SW
3362,6526,existing,0.8,Solar Photovoltaic,SW
3366,6530,existing,99,Onshore Wind Turbine,NE
3367,6531,existing,50,Solar Photovoltaic,CA
3368,6532,existing,20,Solar Photovoltaic,CA
3375,6539,existing,99.8,Onshore Wind Turbine,TX
3376,6540,existing,30,Onshore Wind Turbine,MID_AT
3377,6541,existing,139.4,Onshore Wind Turbine,MID_AT
3378,6542,existing,18,Solar Photovoltaic,SW
3379,6543,existing,17,Solar Photovoltaic,SW
3381,6547,existing,189,Onshore Wind Turbine,NW
3382,6548,existing,21,Solar Photovoltaic,SE
3383,6549,existing,22.7,Solar Photovoltaic,CA
3384,6550,existing,18.9,Solar Photovoltaic,CA
3385,6551,existing,20.2,Solar Photovoltaic,CA
3386,6552,existing,25.2,Solar Photovoltaic,CA
3387,6553,existing,25.2,Solar Photovoltaic,CA
3388,6554,existing,30.2,Solar Photovoltaic,CA
3389,6555,existing,40.3,Solar Photovoltaic,CA
3390,6556,existing,40.3,Solar Photovoltaic,CA
3391,6557,existing,20.2,Solar Photovoltaic,CA
3392,6558,existing,30.2,Solar Photovoltaic,CA
3393,6559,existing,40.3,Solar Photovoltaic,CA
3394,6560,existing,1.1,Solar Photovoltaic,NE
3395,6561,existing,75,Onshore Wind Turbine,MID_AT
3396,6562,existing,2.5,Solar Photovoltaic,NE
3397,6563,existing,3.2,Solar Photovoltaic,NE
3404,6570,existing,298.5,Onshore Wind Turbine,CEN
3405,6571,existing,10,Solar Photovoltaic,SW
3406,6572,existing,12,Solar Photovoltaic,SW
3407,6573,existing,100.8,Onshore Wind Turbine,N_CEN
3408,6574,existing,165,Onshore Wind Turbine,TX
3409,6575,existing,211,Onshore Wind Turbine,TX
3410,6576,existing,0.6,Solar Photovoltaic,CA
3411,6577,existing,0.5,Solar Photovoltaic,CA
3412,6578,existing,150,Onshore Wind Turbine,TX
3413,6579,existing,29,Onshore Wind Turbine,SW
3414,6580,existing,65,Onshore Wind Turbine,NE
3419,6585,existing,80,Onshore Wind Turbine,N_CEN
3420,6586,existing,108,Onshore Wind Turbine,CEN
3421,6587,existing,150,Onshore Wind Turbine,TX
3422,6588,existing,161,Onshore Wind Turbine,CEN
3424,6590,existing,3.5,Solar Photovoltaic,CA
3426,6592,existing,5,Onshore Wind Turbine,N_CEN
3427,6595,existing,10,Onshore Wind Turbine,NW
3428,6596,existing,109.5,Onshore Wind Turbine,N_CEN
3429,6597,existing,10,Onshore Wind Turbine,NW
3430,6598,existing,102,Onshore Wind Turbine,CA
3431,6600,existing,6.3,Solar Photovoltaic,CA
3432,6601,existing,100.8,Onshore Wind Turbine,CEN
3439,6608,existing,1,Solar Photovoltaic,MID_AT
3440,6612,existing,10,Solar Photovoltaic,MID_AT
3441,6613,existing,50.4,Onshore Wind Turbine,SW
3451,6623,existing,1.2,Solar Photovoltaic,NE
3452,6624,existing,1.8,Solar Photovoltaic,NE
3453,6626,existing,1,Solar Photovoltaic,SW
3454,6627,existing,1,Solar Photovoltaic,SW
3456,6631,existing,2,Solar Photovoltaic,NE
3457,6632,existing,2,Solar Photovoltaic,CA
3458,6633,existing,2.7,Solar Photovoltaic,NE
3459,6634,existing,1.9,Solar Photovoltaic,SW
3463,6640,existing,188,Onshore Wind Turbine,TX
3464,6660,existing,143,Onshore Wind Turbine,CA
3465,6661,existing,20,Solar Photovoltaic,N_CEN
3473,6673,existing,1.5,Solar Photovoltaic,CA
3481,6681,existing,0.5,Solar Photovoltaic,CA
3482,6682,existing,0.5,Solar Photovoltaic,CA
3483,6683,existing,0.5,Solar Photovoltaic,CA
3484,6684,existing,0.5,Solar Photovoltaic,CA
3485,6685,existing,0.5,Solar Photovoltaic,CA
3486,6686,existing,0.5,Solar Photovoltaic,CA
3487,6687,existing,0.5,Solar Photovoltaic,CA
3488,6688,existing,0.5,Solar Photovoltaic,CA
3489,6689,existing,0.5,Solar Photovoltaic,CA
3490,6690,existing,0.5,Solar Photovoltaic,CA
3508,6711,existing,20,Solar Photovoltaic,CA
3509,6712,existing,20,Solar Photovoltaic,CA
3510,6713,existing,57.6,Onshore Wind Turbine,NW
3511,6714,existing,40,Onshore Wind Turbine,CEN
3512,6715,existing,59.4,Onshore Wind Turbine,N_CEN
3513,6716,existing,27.3,Onshore Wind Turbine,CEN
3522,6725,existing,19,Solar Photovoltaic,SW
3523,6726,existing,1.7,Solar Photovoltaic,NW
3539,6742,existing,2.5,Onshore Wind Turbine,N_CEN
3540,6743,existing,1,Solar Photovoltaic,MID_AT
3542,6745,existing,101.2,Onshore Wind Turbine,N_CEN
3543,6746,existing,105.6,Onshore Wind Turbine,N_CEN
3544,6747,existing,44.6,Onshore Wind Turbine,N_CEN
3545,6748,existing,200.1,Onshore Wind Turbine,N_CEN
3551,6754,existing,1,Solar Photovoltaic,CA
3552,6755,existing,1,Solar Photovoltaic,CA
3553,6756,existing,2.7,Solar Photovoltaic,MID_AT
3554,6757,existing,0.8,Solar Photovoltaic,MID_AT
3555,6758,existing,0.2,Solar Photovoltaic,MID_AT
3556,6759,existing,0.4,Solar Photovoltaic,MID_AT
3557,6760,existing,0.5,Solar Photovoltaic,MID_AT
3558,6761,existing,0.7,Solar Photovoltaic,MID_AT
3559,6762,existing,0.3,Solar Photovoltaic,MID_AT
3560,6763,existing,1.3,Solar Photovoltaic,MID_AT
3561,6764,existing,4.1,Onshore Wind Turbine,NE
3562,6765,existing,55.4,Onshore Wind Turbine,NE
3563,6766,existing,78.2,Onshore Wind Turbine,CEN
3582,6789,existing,2.4,Solar Photovoltaic,MID_AT
3583,6790,existing,200,Onshore Wind Turbine,N_CEN
3586,6793,existing,1.5,Solar Photovoltaic,CA
3587,6794,existing,250,Solar Photovoltaic,SW
3588,6795,existing,200,Onshore Wind Turbine,CEN
3589,6797,existing,1.6,Onshore Wind Turbine,NE
3598,6806,existing,14.4,Onshore Wind Turbine,N_CEN
3599,6807,existing,32,Onshore Wind Turbine,N_CEN
3600,6808,existing,64,Onshore Wind Turbine,N_CEN
3601,6809,existing,1,Solar Photovoltaic,CA
3602,6810,existing,3,Solar Photovoltaic,CA
3603,6811,existing,1,Solar Photovoltaic,MID_AT
3615,6823,existing,99,Onshore Wind Turbine,N_CEN
3619,6827,existing,1.1,Solar Photovoltaic,CA
3620,6828,existing,1.1,Solar Photovoltaic,CA
3624,6832,existing,2,Solar Photovoltaic,NE
3625,6833,existing,132,Onshore Wind Turbine,CA
3626,6834,existing,1.5,Solar Photovoltaic,CA
3627,6835,existing,150,Onshore Wind Turbine,CA
3628,6836,existing,168,Onshore Wind Turbine,CA
3629,6837,existing,150,Onshore Wind Turbine,CA
3630,6838,existing,35,Onshore Wind Turbine,N_CEN
3631,6839,existing,1.5,Solar Photovoltaic,CA
3632,6840,existing,50,Onshore Wind Turbine,N_CEN
3638,6846,existing,1,Solar Photovoltaic,CA
3640,6848,existing,1.7,Onshore Wind Turbine,N_CEN
3642,6850,existing,5,Solar Photovoltaic,CA
3643,6851,existing,5,Solar Photovoltaic,CA
3644,6852,existing,5,Solar Photovoltaic,CA
3645,6853,existing,5,Solar Photovoltaic,CA
3646,6854,existing,5,Solar Photovoltaic,CA
3647,6855,existing,5,Solar Photovoltaic,CA
3648,6857,existing,2.5,Onshore Wind Turbine,N_CEN
3649,6858,existing,2.5,Onshore Wind Turbine,N_CEN
3655,6864,existing,0.4,Solar Photovoltaic,CA
3656,6865,existing,1.4,Solar Photovoltaic,MID_AT
3657,6869,existing,3,Onshore Wind Turbine,NW
3658,6870,existing,203,Onshore Wind Turbine,TX
3659,6871,existing,105,Onshore Wind Turbine,N_CEN
3660,6872,existing,105,Onshore Wind Turbine,N_CEN
3661,6873,existing,1.4,Solar Photovoltaic,MID_AT
3663,6875,existing,1.3,Solar Photovoltaic,CA
3664,6876,existing,1.2,Solar Photovoltaic,CA
3665,6877,existing,4.5,Solar Photovoltaic,SW
3674,6886,existing,1,Onshore Wind Turbine,CA
3675,6887,existing,1.5,Onshore Wind Turbine,CA
3676,6888,existing,16.6,Solar Photovoltaic,SW
3682,6894,existing,470.4,Onshore Wind Turbine,CEN
3685,6897,existing,5,Solar Photovoltaic,CA
3686,6898,existing,5,Solar Photovoltaic,CA
3687,6899,existing,5,Solar Photovoltaic,CA
3688,6900,existing,5,Solar Photovoltaic,CA
3689,6901,existing,3,Solar Photovoltaic,CA
3690,6902,existing,5,Solar Photovoltaic,CA
3691,6903,existing,3,Solar Photovoltaic,CA
3692,6904,existing,5,Solar Photovoltaic,CA
3693,6905,existing,3,Solar Photovoltaic,CA
3694,6906,existing,2.4,Solar Photovoltaic,MID_AT
3695,6907,existing,10,Onshore Wind Turbine,SW
3696,6908,existing,0.5,Solar Photovoltaic,SW
3697,6909,existing,120,Onshore Wind Turbine,CA
3698,6910,existing,1.2,Solar Photovoltaic,CA
3699,6911,existing,1.3,Solar Photovoltaic,MID_AT
3702,6914,existing,140.8,Onshore Wind Turbine,MID_AT
3703,6915,existing,1.3,Solar Photovoltaic,MID_AT
3704,6916,existing,1.5,Onshore Wind Turbine,N_CEN
3705,6917,existing,79.2,Onshore Wind Turbine,NW
3706,6918,existing,0.9,Solar Photovoltaic,SW
3707,6919,existing,0.9,Solar Photovoltaic,SW
3708,6920,existing,1,Solar Photovoltaic,SW
3709,6921,existing,0.9,Solar Photovoltaic,SW
3710,6922,existing,1,Solar Photovoltaic,SW
3713,6925,existing,11.1,Solar Photovoltaic,CA
3715,6927,existing,165.6,Onshore Wind Turbine,CEN
3716,6928,existing,22.5,Onshore Wind Turbine,NW
3717,6929,existing,22.5,Onshore Wind Turbine,NW
3719,6931,existing,13.7,Solar Photovoltaic,MID_AT
3720,6932,existing,151.7,Onshore Wind Turbine,CA
3721,6933,existing,6,Onshore Wind Turbine,NW
3722,6934,existing,40.5,Onshore Wind Turbine,CEN
3725,6937,existing,1,Solar Photovoltaic,CA
3726,6938,existing,201.6,Onshore Wind Turbine,TX
3727,6939,existing,200,Onshore Wind Turbine,TX
3728,6940,existing,0.8,Solar Photovoltaic,MID_AT
3729,6941,existing,1.6,Solar Photovoltaic,MID_AT
3730,6942,existing,22.4,Onshore Wind Turbine,NW
3731,6943,existing,9.6,Onshore Wind Turbine,NW
3732,6944,existing,2,Solar Photovoltaic,MID_AT
3733,6945,existing,2.3,Solar Photovoltaic,MID_AT
3734,6946,existing,3.7,Solar Photovoltaic,MID_AT
3735,6947,existing,69,Onshore Wind Turbine,MID_AT
3736,6948,existing,2.5,Solar Photovoltaic,CA
3737,6949,existing,1.1,Solar Photovoltaic,MID_AT
3738,6950,existing,2.1,Onshore Wind Turbine,CEN
3740,6952,existing,2.1,Onshore Wind Turbine,CEN
3742,6954,existing,10.1,Solar Photovoltaic,CEN
3743,6955,existing,10.1,Solar Photovoltaic,CEN
3744,6956,existing,10,Solar Photovoltaic,CEN
3745,6957,existing,10,Solar Photovoltaic,CEN
3746,6958,existing,10,Solar Photovoltaic,CEN
3748,6960,existing,1.1,Solar Photovoltaic,MID_AT
3749,6961,existing,1.4,Solar Photovoltaic,MID_AT
3750,6962,existing,1.7,Onshore Wind Turbine,N_CEN
3753,6966,existing,3.5,Solar Photovoltaic,MID_AT
3754,6967,existing,2.5,Solar Photovoltaic,MID_AT
3755,6968,existing,1.9,Solar Photovoltaic,MID_AT
3756,6969,existing,102.5,Onshore Wind Turbine,CA
3757,6970,existing,2.5,Solar Photovoltaic,MID_AT
3758,6971,existing,4,Solar Photovoltaic,MID_AT
3759,6972,existing,4,Solar Photovoltaic,CA
3762,6975,existing,15,Onshore Wind Turbine,NE
3774,6989,existing,110,Solar Photovoltaic,CA
3775,6990,existing,16,Solar Photovoltaic,SW
3776,6991,existing,12,Solar Photovoltaic,SW
3777,6992,existing,16,Solar Photovoltaic,SW
3778,6993,existing,8,Solar Photovoltaic,SW
3779,6994,existing,16,Solar Photovoltaic,SW
3780,6995,existing,16,Solar Photovoltaic,SW
3781,6996,existing,10,Solar Photovoltaic,SW
3782,6997,existing,16,Solar Photovoltaic,SW
3783,6998,existing,16,Solar Photovoltaic,SW
3784,6999,existing,16,Solar Photovoltaic,SW
3785,7000,existing,12,Solar Photovoltaic,SW
3786,7001,existing,16,Solar Photovoltaic,SW
3796,7011,existing,78.2,Onshore Wind Turbine,CA
3797,7012,existing,78.2,Onshore Wind Turbine,CA
3798,7013,existing,30,Solar Photovoltaic,TX
3799,7014,existing,2.7,Solar Photovoltaic,CA
3800,7015,existing,3,Solar Photovoltaic,CA
3802,7017,existing,112.5,Solar Photovoltaic,CA
3803,7018,existing,90.3,Solar Photovoltaic,CA
3804,7019,existing,102.1,Solar Photovoltaic,CA
3805,7020,existing,151.2,Solar Photovoltaic,CA
3806,7021,existing,129.8,Solar Photovoltaic,CA
3807,7022,existing,0.1,Solar Photovoltaic,SW
3808,7023,existing,0.4,Solar Photovoltaic,SW
3809,7024,existing,0.4,Solar Photovoltaic,SW
3810,7025,existing,0.5,Solar Photovoltaic,SW
3811,7026,existing,1.2,Solar Photovoltaic,SW
3812,7027,existing,0.7,Solar Photovoltaic,SW
3813,7028,existing,2.3,Onshore Wind Turbine,SW
3814,7029,existing,1.5,Onshore Wind Turbine,SW
3815,7030,existing,2,Onshore Wind Turbine,SW
3817,7032,existing,1.1,Solar Photovoltaic,SW
3823,7038,existing,1,Solar Photovoltaic,SE
3824,7039,existing,10,Solar Photovoltaic,SE
3826,7041,existing,1.1,Solar Photovoltaic,CA
3827,7042,existing,1.2,Solar Photovoltaic,CA
3828,7043,existing,1,Solar Photovoltaic,SW
3829,7044,existing,28,Solar Photovoltaic,SW
3830,7045,existing,26,Solar Photovoltaic,SW
3831,7046,existing,28,Solar Photovoltaic,SW
3832,7047,existing,28,Solar Photovoltaic,SW
3833,7048,existing,19,Solar Photovoltaic,SW
3834,7050,existing,201,Onshore Wind Turbine,CEN
3835,7051,existing,1,Solar Photovoltaic,MID_AT
3836,7052,existing,1.8,Solar Photovoltaic,NE
3837,7053,existing,150.4,Onshore Wind Turbine,N_CEN
3838,7054,existing,2.3,Solar Photovoltaic,NE
3839,7055,existing,3.5,Solar Photovoltaic,SW
3842,7058,existing,2.9,Solar Photovoltaic,CA
3843,7059,existing,2.9,Solar Photovoltaic,CA
3844,7060,existing,17,Solar Photovoltaic,CA
3845,7061,existing,0.4,Solar Photovoltaic,MID_AT
3846,7062,existing,0.9,Solar Photovoltaic,MID_AT
3847,7063,existing,3,Solar Photovoltaic,MID_AT
3848,7064,existing,0.8,Solar Photovoltaic,MID_AT
3849,7065,existing,1.5,Solar Photovoltaic,MID_AT
3850,7066,existing,1.5,Solar Photovoltaic,MID_AT
3873,7089,existing,131,Onshore Wind Turbine,CEN
3874,7090,existing,12,Solar Photovoltaic,MID_AT
3875,7091,existing,3.5,Solar Photovoltaic,MID_AT
3876,7092,existing,4.3,Solar Photovoltaic,MID_AT
3877,7094,existing,26.5,Solar Photovoltaic,SW
3878,7095,existing,1.5,Solar Photovoltaic,CA
3879,7096,existing,1.1,Solar Photovoltaic,CA
3882,7099,existing,1,Solar Photovoltaic,NW
3883,7100,existing,20,Solar Photovoltaic,CA
3884,7101,existing,60,Solar Photovoltaic,CA
3885,7102,existing,148.8,Onshore Wind Turbine,N_CEN
3886,7103,existing,1.7,Onshore Wind Turbine,NE
3887,7104,existing,1.7,Onshore Wind Turbine,NE
3888,7105,existing,4.1,Solar Photovoltaic,MID_AT
3889,7106,existing,1.4,Solar Photovoltaic,MID_AT
3890,7107,existing,3.4,Solar Photovoltaic,SW
3891,7108,existing,200,Onshore Wind Turbine,N_CEN
3893,7110,existing,1.8,Onshore Wind Turbine,SW
3894,7111,existing,1,Solar Photovoltaic,MID_AT
3895,7112,existing,167.9,Onshore Wind Turbine,CEN
3896,7113,existing,1,Onshore Wind Turbine,MID_AT
3897,7114,existing,1,Onshore Wind Turbine,MID_AT
3901,7118,existing,50,Onshore Wind Turbine,NW
3902,7119,existing,1.5,Onshore Wind Turbine,N_CEN
3903,7120,existing,1.5,Onshore Wind Turbine,N_CEN
3908,7125,existing,100,Onshore Wind Turbine,N_CEN
3909,7126,existing,2,Onshore Wind Turbine,CA
3914,7133,existing,79.2,Onshore Wind Turbine,CA
3915,7134,existing,99,Onshore Wind Turbine,MID_AT
3916,7135,existing,250,Onshore Wind Turbine,TX
3917,7136,existing,100,Onshore Wind Turbine,CEN
3918,7137,existing,199,Onshore Wind Turbine,CEN
3919,7138,existing,2.5,Onshore Wind Turbine,MID_AT
3920,7140,existing,100,Onshore Wind Turbine,N_CEN
3946,7166,existing,55.2,Onshore Wind Turbine,MID_AT
3947,7167,existing,1,Onshore Wind Turbine,CA
3948,7168,existing,79.9,Onshore Wind Turbine,CEN
3949,7169,existing,5,Solar Photovoltaic,SW
3950,7170,existing,99.2,Onshore Wind Turbine,CEN
3951,7171,existing,31.5,Solar Photovoltaic,NE
3952,7172,existing,2.6,Solar Photovoltaic,MID_AT
3953,7173,existing,102.5,Onshore Wind Turbine,CA
3963,7184,existing,0.5,Solar Photovoltaic,CA
3964,7185,existing,0.3,Solar Photovoltaic,CA
3967,7188,existing,0.4,Solar Photovoltaic,CA
3968,7189,existing,0.9,Solar Photovoltaic,CA
3969,7190,existing,9,Onshore Wind Turbine,NW
3970,7191,existing,5,Solar Photovoltaic,SW
3971,7192,existing,5,Solar Photovoltaic,SW
3972,7193,existing,4,Solar Photovoltaic,SW
3973,7194,existing,5,Solar Photovoltaic,SW
3974,7195,existing,1.3,Solar Photovoltaic,MID_AT
3976,7197,existing,2,Solar Photovoltaic,SW
3977,7198,existing,5,Solar Photovoltaic,SW
3978,7199,existing,4.5,Onshore Wind Turbine,MID_AT
3979,7200,existing,50.6,Onshore Wind Turbine,NE
3980,7201,existing,2,Solar Photovoltaic,SW
3981,7202,existing,2.8,Onshore Wind Turbine,CA
3982,7203,existing,2.5,Onshore Wind Turbine,CA
3983,7204,existing,1.8,Onshore Wind Turbine,CA
3985,7206,existing,5.1,Solar Photovoltaic,SE
3989,7210,existing,5,Solar Photovoltaic,SW
3990,7211,existing,17,Solar Photovoltaic,SW
3992,7213,existing,17.6,Solar Photovoltaic,SW
3994,7215,existing,17,Solar Photovoltaic,SW
3996,7217,existing,19,Solar Photovoltaic,SW
3997,7218,existing,4.5,Solar Photovoltaic,CA
4000,7221,existing,1,Solar Photovoltaic,SW
4004,7225,existing,5.5,Solar Photovoltaic,SW
4005,7226,existing,20,Onshore Wind Turbine,N_CEN
4010,7231,existing,290,Onshore Wind Turbine,NW
4011,7232,existing,290,Onshore Wind Turbine,NW
