,id,operational_status,capacity_mw,technology_description,OEO_region
1498,4156,existing,1.5,Solar Photovoltaic,NE
1499,4158,existing,4.9,Solar Photovoltaic,SE
1500,4160,existing,4.9,Solar Photovoltaic,SE
1501,4161,existing,78.5,Solar Photovoltaic,SE
1502,4162,existing,1.9,Solar Photovoltaic,SE
1503,4164,existing,4.9,Solar Photovoltaic,SE
1504,4165,existing,33.8,Solar Photovoltaic,SE
1505,4166,existing,100,Solar Photovoltaic,SE
1508,4169,existing,5,Solar Photovoltaic,SE
1514,4179,existing,20,Solar Photovoltaic,CA
1515,4180,existing,120,Solar Photovoltaic,SW
1516,4181,existing,97.8,Onshore Wind Turbine,CEN
1517,4182,existing,78,Onshore Wind Turbine,TX
1518,4183,existing,1.9,Solar Photovoltaic,SW
1519,4184,existing,1.2,Solar Photovoltaic,CA
1520,4185,existing,1.6,Solar Photovoltaic,CA
1526,4191,existing,5,Solar Photovoltaic,SE
1530,4195,existing,4.8,Solar Photovoltaic,SE
1531,4196,existing,5,Solar Photovoltaic,SE
1532,4197,existing,5,Solar Photovoltaic,MID_AT
1533,4198,existing,5,Solar Photovoltaic,MID_AT
1534,4199,existing,5,Solar Photovoltaic,MID_AT
1535,4201,existing,20,Solar Photovoltaic,CA
1536,4202,existing,48.3,Onshore Wind Turbine,N_CEN
1537,4203,existing,58,Onshore Wind Turbine,N_CEN
1538,4204,existing,43.3,Onshore Wind Turbine,N_CEN
1539,4205,existing,4.7,Onshore Wind Turbine,N_CEN
1540,4206,existing,4.4,Solar Photovoltaic,NE
1543,4209,existing,45,Solar Photovoltaic,SW
1544,4210,existing,20,Solar Photovoltaic,CA
1545,4211,existing,1,Solar Photovoltaic,CEN
1546,4212,existing,8,Solar Photovoltaic,MID_AT
1547,4213,existing,5.2,Solar Photovoltaic,MID_AT
1548,4214,existing,77.7,Onshore Wind Turbine,NE
1549,4215,existing,5,Solar Photovoltaic,MID_AT
1550,4216,existing,3,Solar Photovoltaic,MID_AT
1551,4217,existing,1.6,Solar Photovoltaic,NE
1552,4218,existing,2,Solar Photovoltaic,NE
1553,4219,existing,1.5,Solar Photovoltaic,NE
1554,4220,existing,2,Solar Photovoltaic,NE
1555,4221,existing,8,Onshore Wind Turbine,NE
1556,4222,existing,299.7,Onshore Wind Turbine,TX
1557,4223,existing,2.9,Solar Photovoltaic,SW
1558,4224,existing,7.6,Solar Photovoltaic,SW
1559,4225,existing,9.1,Solar Photovoltaic,SW
1570,4246,existing,6,Solar Photovoltaic,SE
1571,4247,existing,20,Solar Photovoltaic,CA
1572,4248,existing,20,Solar Photovoltaic,CA
1573,4249,existing,3.5,Solar Photovoltaic,SE
1574,4250,existing,5,Solar Photovoltaic,SE
1575,4251,existing,5,Solar Photovoltaic,SE
1576,4252,existing,5,Solar Photovoltaic,SE
1577,4253,existing,10,Solar Photovoltaic,MID_AT
1578,4254,existing,20,Solar Photovoltaic,CA
1579,4255,existing,14,Solar Photovoltaic,CA
1580,4256,existing,1,Solar Photovoltaic,CA
1581,4257,existing,2.5,Solar Photovoltaic,CA
1582,4259,existing,5,Solar Photovoltaic,SE
1583,4260,existing,5,Solar Photovoltaic,SE
1584,4261,existing,5,Solar Photovoltaic,SE
1585,4262,existing,5,Solar Photovoltaic,MID_AT
1586,4263,existing,61,Solar Photovoltaic,SE
1587,4264,existing,3,Solar Photovoltaic,SE
1588,4265,existing,5,Solar Photovoltaic,SE
1589,4266,existing,5,Solar Photovoltaic,SE
1590,4267,existing,5,Solar Photovoltaic,SE
1591,4268,existing,5,Solar Photovoltaic,SE
1592,4269,existing,2,Solar Photovoltaic,SE
1593,4270,existing,5,Solar Photovoltaic,SE
1594,4271,existing,5,Solar Photovoltaic,SE
1595,4273,existing,5,Solar Photovoltaic,SE
1597,4275,existing,1.1,Solar Photovoltaic,NE
1598,4278,existing,15.4,Solar Photovoltaic,SE
1599,4280,existing,5,Solar Photovoltaic,SE
1600,4281,existing,4,Solar Photovoltaic,SE
1601,4282,existing,5,Solar Photovoltaic,SE
1602,4283,existing,5,Solar Photovoltaic,SE
1603,4284,existing,5,Solar Photovoltaic,SE
1604,4285,existing,5,Solar Photovoltaic,SE
1605,4286,existing,5,Solar Photovoltaic,SE
1606,4287,existing,1,Solar Photovoltaic,SW
1609,4290,existing,6.1,Solar Photovoltaic,SW
1611,4292,existing,6.5,Solar Photovoltaic,SE
1612,4293,existing,20,Solar Photovoltaic,CA
1613,4294,existing,2,Solar Photovoltaic,SE
1614,4295,existing,2,Solar Photovoltaic,SE
1615,4296,existing,2,Solar Photovoltaic,SE
1616,4297,existing,4.3,Solar Photovoltaic,SE
1617,4298,existing,2,Solar Photovoltaic,CA
1618,4299,existing,5,Solar Photovoltaic,MID_AT
1619,4300,existing,14,Solar Photovoltaic,MID_AT
1620,4301,existing,150,Onshore Wind Turbine,MID_AT
1621,4302,existing,1.3,Solar Photovoltaic,MID_AT
1622,4303,existing,1.5,Solar Photovoltaic,MID_AT
1623,4304,existing,1.3,Solar Photovoltaic,MID_AT
1624,4305,existing,1.6,Solar Photovoltaic,NE
1625,4306,existing,3.6,Solar Photovoltaic,SE
1626,4307,existing,1.5,Solar Photovoltaic,CA
1627,4308,existing,1.8,Solar Photovoltaic,CA
1628,4309,existing,1.5,Solar Photovoltaic,CA
1629,4310,existing,1.5,Solar Photovoltaic,CA
1630,4311,existing,1.5,Solar Photovoltaic,CA
1631,4312,existing,20,Solar Photovoltaic,SE
1632,4313,existing,5,Solar Photovoltaic,SE
1633,4314,existing,5,Solar Photovoltaic,SE
1634,4315,existing,105,Solar Photovoltaic,CA
1635,4317,existing,20,Solar Photovoltaic,MID_AT
1638,4320,existing,20,Solar Photovoltaic,CA
1639,4321,existing,20,Solar Photovoltaic,MID_AT
1640,4322,existing,12,Solar Photovoltaic,SE
1642,4325,existing,60,Solar Photovoltaic,CA
1643,4326,existing,20,Solar Photovoltaic,CA
1644,4327,existing,5,Solar Photovoltaic,SE
1645,4329,existing,3.5,Solar Photovoltaic,SE
1646,4331,existing,5,Solar Photovoltaic,MID_AT
1647,4332,existing,16,Solar Photovoltaic,MID_AT
1648,4333,existing,5,Solar Photovoltaic,MID_AT
1649,4335,existing,20,Solar Photovoltaic,MID_AT
1650,4336,existing,4,Solar Photovoltaic,SE
1651,4337,existing,4,Solar Photovoltaic,SE
1652,4338,existing,5,Solar Photovoltaic,SE
1653,4339,existing,4,Solar Photovoltaic,SE
1654,4340,existing,5,Solar Photovoltaic,SE
1655,4341,existing,3,Solar Photovoltaic,SE
1656,4342,existing,4,Solar Photovoltaic,SE
1657,4343,existing,5,Solar Photovoltaic,SE
1658,4344,existing,5,Solar Photovoltaic,SE
1659,4345,existing,5,Solar Photovoltaic,SE
1660,4346,existing,5,Solar Photovoltaic,SE
1661,4347,existing,5,Solar Photovoltaic,SE
1662,4348,existing,5,Solar Photovoltaic,SE
1663,4349,existing,5,Solar Photovoltaic,SE
1664,4350,existing,10,Solar Photovoltaic,SE
1665,4351,existing,5,Solar Photovoltaic,SE
1667,4353,existing,4,Solar Photovoltaic,NE
1668,4354,existing,10,Onshore Wind Turbine,NW
1669,4355,existing,10,Onshore Wind Turbine,NW
1670,4356,existing,10,Onshore Wind Turbine,NW
1671,4357,existing,10,Onshore Wind Turbine,NW
1672,4358,existing,10,Onshore Wind Turbine,NW
1673,4359,existing,1.7,Solar Photovoltaic,MID_AT
1674,4360,existing,4.9,Solar Photovoltaic,SE
1675,4361,existing,4.9,Solar Photovoltaic,SE
1676,4362,existing,4.9,Solar Photovoltaic,SE
1677,4363,existing,2.2,Solar Photovoltaic,NE
1678,4364,existing,3,Solar Photovoltaic,NE
1679,4365,existing,3,Solar Photovoltaic,N_CEN
1680,4366,existing,1,Solar Photovoltaic,N_CEN
1681,4367,existing,3,Solar Photovoltaic,N_CEN
1682,4368,existing,1,Solar Photovoltaic,N_CEN
1683,4369,existing,1,Solar Photovoltaic,MID_AT
1684,4370,existing,1,Solar Photovoltaic,MID_AT
1685,4371,existing,2.2,Solar Photovoltaic,NE
1686,4372,existing,2,Solar Photovoltaic,NE
1687,4373,existing,249.9,Onshore Wind Turbine,CEN
1688,4374,existing,17.5,Solar Photovoltaic,SE
1689,4375,existing,14.4,Solar Photovoltaic,CA
1690,4376,existing,19.9,Solar Photovoltaic,SW
1691,4383,existing,1.8,Solar Photovoltaic,NE
1692,4384,existing,20,Solar Photovoltaic,CA
1693,4385,existing,2.5,Solar Photovoltaic,NE
1697,4389,existing,1.9,Solar Photovoltaic,NE
1698,4390,existing,1.5,Solar Photovoltaic,NE
1699,4391,existing,3,Solar Photovoltaic,NE
1700,4392,existing,2,Solar Photovoltaic,NE
1701,4393,existing,1.5,Solar Photovoltaic,SW
1709,4401,existing,299,Onshore Wind Turbine,CEN
1710,4402,existing,1,Solar Photovoltaic,SE
1711,4407,existing,5,Solar Photovoltaic,SW
1712,4408,existing,10,Solar Photovoltaic,SW
1713,4412,existing,2.5,Solar Photovoltaic,SE
1714,4413,existing,80,Solar Photovoltaic,SE
1715,4414,existing,20,Solar Photovoltaic,SE
1717,4420,existing,5,Solar Photovoltaic,MID_AT
1718,4421,existing,2,Solar Photovoltaic,NE
1719,4422,existing,10,Solar Photovoltaic,SW
1720,4423,existing,20,Solar Photovoltaic,CA
1721,4424,existing,200.1,Onshore Wind Turbine,TX
1722,4425,existing,20,Solar Photovoltaic,CA
1723,4426,existing,7,Solar Photovoltaic,CA
1739,4442,existing,19.5,Onshore Wind Turbine,CEN
1740,4443,existing,3.4,Solar Photovoltaic,N_CEN
1741,4444,existing,2.7,Solar Photovoltaic,N_CEN
1742,4445,existing,2.7,Solar Photovoltaic,N_CEN
1743,4446,existing,20,Solar Photovoltaic,CA
1744,4447,existing,5,Solar Photovoltaic,SW
1745,4448,existing,5,Solar Photovoltaic,MID_AT
1748,4451,existing,5,Solar Photovoltaic,MID_AT
1749,4452,existing,5,Solar Photovoltaic,MID_AT
1753,4456,existing,7.5,Solar Photovoltaic,N_CEN
1754,4457,existing,1.5,Solar Photovoltaic,CA
1755,4458,existing,1.5,Solar Photovoltaic,CA
1756,4459,existing,1.5,Solar Photovoltaic,CA
1757,4468,existing,20,Onshore Wind Turbine,TX
1758,4469,existing,2.1,Solar Photovoltaic,CA
1763,4474,existing,20,Solar Photovoltaic,CA
1764,4475,existing,19.8,Solar Photovoltaic,CA
1765,4476,existing,20,Solar Photovoltaic,CA
1766,4477,existing,1.5,Solar Photovoltaic,CA
1767,4478,existing,1.5,Solar Photovoltaic,CA
1768,4479,existing,1,Solar Photovoltaic,CA
1769,4480,existing,20,Solar Photovoltaic,CA
1770,4481,existing,10.5,Solar Photovoltaic,SW
1771,4482,existing,2,Solar Photovoltaic,SE
1772,4483,existing,1.3,Solar Photovoltaic,CA
1773,4484,existing,17.5,Solar Photovoltaic,SW
1774,4485,existing,5,Solar Photovoltaic,NE
1775,4490,existing,1.5,Solar Photovoltaic,NE
1776,4491,existing,2,Solar Photovoltaic,SW
1790,4505,existing,4.8,Solar Photovoltaic,NE
1791,4506,existing,80,Solar Photovoltaic,SW
1792,4507,existing,80,Solar Photovoltaic,SW
1793,4508,existing,80,Solar Photovoltaic,SW
1794,4509,existing,80,Solar Photovoltaic,SW
1795,4510,existing,200,Onshore Wind Turbine,TX
1797,4514,existing,19.5,Solar Photovoltaic,CA
1799,4516,existing,1.5,Solar Photovoltaic,SE
1800,4517,existing,2,Solar Photovoltaic,SE
1801,4518,existing,2,Solar Photovoltaic,SE
1802,4519,existing,5,Solar Photovoltaic,NW
1803,4524,existing,1.9,Solar Photovoltaic,MID_AT
1804,4525,existing,1.8,Solar Photovoltaic,MID_AT
1805,4526,existing,1,Solar Photovoltaic,MID_AT
1806,4527,existing,2.2,Solar Photovoltaic,NE
1807,4528,existing,1.1,Solar Photovoltaic,MID_AT
1808,4529,existing,8.5,Solar Photovoltaic,MID_AT
1809,4530,existing,4.9,Solar Photovoltaic,MID_AT
1810,4531,existing,1.3,Solar Photovoltaic,MID_AT
1811,4532,existing,1.4,Solar Photovoltaic,NE
1812,4533,existing,1.4,Solar Photovoltaic,NE
1813,4534,existing,1.4,Solar Photovoltaic,NE
1814,4535,existing,1,Solar Photovoltaic,CA
1815,4536,existing,1.5,Solar Photovoltaic,CA
1816,4537,existing,3,Solar Photovoltaic,NE
1819,4540,existing,108,Solar Photovoltaic,CA
1823,4544,existing,5,Solar Photovoltaic,SE
1825,4547,existing,18,Solar Photovoltaic,CA
1826,4548,existing,2,Solar Photovoltaic,SE
1827,4549,existing,211.2,Onshore Wind Turbine,TX
1828,4550,existing,1.6,Onshore Wind Turbine,CA
1829,4551,existing,1,Onshore Wind Turbine,CA
1830,4552,existing,1,Onshore Wind Turbine,CA
1831,4553,existing,1,Onshore Wind Turbine,CA
1832,4554,existing,1,Solar Photovoltaic,MID_AT
1837,4559,existing,1,Solar Photovoltaic,MID_AT
1838,4560,existing,1.5,Solar Photovoltaic,CA
1839,4561,existing,20,Solar Photovoltaic,CA
1840,4562,existing,200,Onshore Wind Turbine,TX
1841,4563,existing,200,Onshore Wind Turbine,TX
1842,4564,existing,8,Solar Photovoltaic,MID_AT
1843,4565,existing,5,Solar Photovoltaic,MID_AT
1844,4566,existing,50,Solar Photovoltaic,CA
1845,4567,existing,56,Solar Photovoltaic,CA
1846,4568,existing,56,Solar Photovoltaic,CA
1847,4569,existing,1.5,Onshore Wind Turbine,NE
1848,4570,existing,1.5,Onshore Wind Turbine,NE
1849,4571,existing,1.5,Onshore Wind Turbine,NE
1850,4572,existing,1.5,Onshore Wind Turbine,NE
1851,4573,existing,98.6,Onshore Wind Turbine,CEN
1852,4574,existing,199,Onshore Wind Turbine,CEN
1855,4577,existing,47.3,Solar Photovoltaic,CA
1856,4578,existing,37.8,Solar Photovoltaic,CA
1857,4579,existing,1.5,Onshore Wind Turbine,NE
1858,4580,existing,1.5,Onshore Wind Turbine,NE
1859,4581,existing,1.5,Onshore Wind Turbine,NE
1860,4582,existing,1.5,Onshore Wind Turbine,NE
1861,4583,existing,1.5,Onshore Wind Turbine,NE
1862,4584,existing,1.5,Onshore Wind Turbine,NE
1863,4585,existing,1.5,Solar Photovoltaic,CA
1864,4586,existing,1.5,Solar Photovoltaic,CA
1867,4591,existing,1.5,Solar Photovoltaic,MID_AT
1869,4593,existing,105,Onshore Wind Turbine,MID_AT
1870,4594,existing,1.5,Onshore Wind Turbine,NE
1871,4596,existing,199,Onshore Wind Turbine,CEN
1872,4597,existing,1,Solar Photovoltaic,CA
1877,4603,existing,1,Solar Photovoltaic,MID_AT
1878,4604,existing,1.3,Solar Photovoltaic,MID_AT
1879,4605,existing,9.5,Solar Photovoltaic,NE
1880,4606,existing,1.3,Solar Photovoltaic,NE
1881,4607,existing,5,Solar Photovoltaic,NE
1882,4608,existing,10,Solar Photovoltaic,CA
1883,4609,existing,1.5,Solar Photovoltaic,CA
1884,4610,existing,1.5,Solar Photovoltaic,CA
1885,4611,existing,1.5,Solar Photovoltaic,CA
1886,4612,existing,1.5,Solar Photovoltaic,CA
1887,4613,existing,1.5,Solar Photovoltaic,CA
1888,4614,existing,1.5,Solar Photovoltaic,CA
1889,4615,existing,1.5,Solar Photovoltaic,CA
1890,4618,existing,5,Solar Photovoltaic,CA
1906,4634,existing,15,Solar Photovoltaic,CA
1907,4636,existing,25,Solar Photovoltaic,SW
1908,4637,existing,20,Solar Photovoltaic,CA
1909,4638,existing,20,Solar Photovoltaic,CA
1910,4639,existing,1.5,Solar Photovoltaic,MID_AT
1912,4643,existing,155.4,Onshore Wind Turbine,TX
1914,4646,existing,2,Solar Photovoltaic,NE
1915,4647,existing,3,Solar Photovoltaic,NE
1918,4650,existing,1,Solar Photovoltaic,SW
1919,4651,existing,67.6,Onshore Wind Turbine,TX
1920,4652,existing,20,Solar Photovoltaic,CA
1921,4653,existing,99,Onshore Wind Turbine,CA
1922,4654,existing,19.8,Onshore Wind Turbine,CA
1923,4655,existing,100,Onshore Wind Turbine,CEN
1924,4657,existing,3,Onshore Wind Turbine,N_CEN
1925,4658,existing,3,Onshore Wind Turbine,N_CEN
1926,4659,existing,3,Onshore Wind Turbine,N_CEN
1927,4660,existing,3,Onshore Wind Turbine,N_CEN
1928,4661,existing,3,Onshore Wind Turbine,N_CEN
1929,4662,existing,3,Onshore Wind Turbine,N_CEN
1930,4663,existing,3,Onshore Wind Turbine,N_CEN
1931,4664,existing,3,Onshore Wind Turbine,N_CEN
1932,4665,existing,3,Onshore Wind Turbine,N_CEN
1933,4666,existing,39.9,Onshore Wind Turbine,NE
1941,4674,existing,1.5,Solar Photovoltaic,CA
1942,4675,existing,1.5,Solar Photovoltaic,CA
1943,4676,existing,5,Solar Photovoltaic,SE
1944,4678,existing,5,Solar Photovoltaic,SE
1945,4679,existing,100,Solar Photovoltaic,TX
1946,4680,existing,105,Solar Photovoltaic,TX
1947,4681,existing,100,Solar Photovoltaic,TX
1948,4682,existing,5.5,Solar Photovoltaic,TX
1949,4683,existing,1.5,Solar Photovoltaic,CA
1950,4684,existing,1.5,Solar Photovoltaic,CA
1951,4685,existing,1.5,Solar Photovoltaic,CA
1952,4686,existing,200,Onshore Wind Turbine,N_CEN
1953,4687,existing,150,Onshore Wind Turbine,N_CEN
1954,4688,existing,1.6,Solar Photovoltaic,SW
1955,4689,existing,1.6,Solar Photovoltaic,SW
1960,4694,existing,236,Onshore Wind Turbine,TX
1961,4695,existing,5,Solar Photovoltaic,SE
1962,4696,existing,5,Solar Photovoltaic,SE
1963,4697,existing,2,Solar Photovoltaic,SE
1964,4698,existing,2,Solar Photovoltaic,SE
1965,4699,existing,15.8,Solar Photovoltaic,SE
1966,4700,existing,80,Onshore Wind Turbine,CEN
1967,4701,existing,7,Solar Photovoltaic,MID_AT
1968,4702,existing,5,Solar Photovoltaic,MID_AT
1969,4703,existing,15.8,Solar Photovoltaic,SE
1970,4704,existing,20,Solar Photovoltaic,CA
1971,4705,existing,1.5,Solar Photovoltaic,CA
1973,4707,existing,1.5,Solar Photovoltaic,N_CEN
1974,4708,existing,4,Solar Photovoltaic,NE
1975,4709,existing,3,Solar Photovoltaic,NE
1976,4710,existing,5,Solar Photovoltaic,MID_AT
1977,4711,existing,5,Solar Photovoltaic,MID_AT
1978,4712,existing,5,Solar Photovoltaic,MID_AT
1979,4713,existing,5,Solar Photovoltaic,MID_AT
1980,4714,existing,5,Solar Photovoltaic,SE
1981,4715,existing,3.8,Solar Photovoltaic,N_CEN
1982,4716,existing,5,Solar Photovoltaic,MID_AT
1983,4717,existing,5,Solar Photovoltaic,MID_AT
1984,4718,existing,1.5,Solar Photovoltaic,CA
1985,4719,existing,29,Solar Photovoltaic,SW
1986,4720,existing,1.5,Solar Photovoltaic,CA
1987,4723,existing,40,Solar Photovoltaic,SE
1988,4724,existing,5,Solar Photovoltaic,SE
1989,4725,existing,5,Solar Photovoltaic,SE
1990,4729,existing,5,Solar Photovoltaic,SE
1991,4730,existing,5,Solar Photovoltaic,SE
1992,4731,existing,5,Solar Photovoltaic,SE
1993,4732,existing,20,Solar Photovoltaic,MID_AT
1994,4733,existing,5,Solar Photovoltaic,MID_AT
1995,4734,existing,20,Solar Photovoltaic,SE
1996,4735,existing,5,Solar Photovoltaic,SE
1999,4738,existing,100,Solar Photovoltaic,CA
2000,4739,existing,5,Solar Photovoltaic,MID_AT
2001,4740,existing,5,Solar Photovoltaic,MID_AT
2002,4741,existing,30,Onshore Wind Turbine,MID_AT
2003,4742,existing,3,Solar Photovoltaic,SE
2004,4744,existing,1.8,Solar Photovoltaic,SW
2008,4748,existing,4.5,Solar Photovoltaic,NE
2009,4749,existing,1.1,Solar Photovoltaic,CA
2010,4750,existing,1.1,Solar Photovoltaic,CA
2011,4751,existing,5.6,Solar Photovoltaic,NE
2012,4752,existing,1.3,Solar Photovoltaic,NE
2013,4753,existing,2.6,Solar Photovoltaic,NE
2014,4754,existing,1.9,Solar Photovoltaic,NE
2015,4755,existing,1.1,Solar Photovoltaic,CA
2016,4756,existing,1.1,Solar Photovoltaic,CA
2017,4757,existing,1.3,Solar Photovoltaic,NE
2018,4758,existing,1.3,Solar Photovoltaic,CA
2019,4759,existing,1.1,Solar Photovoltaic,CA
2020,4760,existing,3.2,Solar Photovoltaic,NE
2021,4761,existing,5,Solar Photovoltaic,SE
2022,4762,existing,5,Solar Photovoltaic,SE
2023,4763,existing,2,Solar Photovoltaic,SE
2024,4764,existing,3,Solar Photovoltaic,SE
2025,4765,existing,3,Solar Photovoltaic,SE
2026,4766,existing,1.5,Solar Photovoltaic,CA
2027,4767,existing,1.9,Solar Photovoltaic,NE
2028,4768,existing,2,Solar Photovoltaic,SE
2029,4769,existing,2,Solar Photovoltaic,SE
2030,4770,existing,165,Onshore Wind Turbine,TX
2031,4771,existing,23.1,Solar Photovoltaic,SE
2033,4773,existing,1.9,Solar Photovoltaic,SE
2034,4774,existing,2,Solar Photovoltaic,SE
2035,4775,existing,5,Solar Photovoltaic,SE
2036,4776,existing,5,Solar Photovoltaic,SE
2037,4777,existing,5,Solar Photovoltaic,SE
2038,4778,existing,4.9,Solar Photovoltaic,CEN
2039,4779,existing,5,Solar Photovoltaic,SE
2040,4780,existing,5,Solar Photovoltaic,SE
2041,4781,existing,2,Solar Photovoltaic,SE
2042,4782,existing,4.9,Solar Photovoltaic,SE
2043,4783,existing,5,Solar Photovoltaic,SE
2044,4784,existing,5,Solar Photovoltaic,SE
2045,4785,existing,4.9,Solar Photovoltaic,SE
2046,4786,existing,1,Solar Photovoltaic,CA
2047,4787,existing,1,Solar Photovoltaic,CA
2048,4788,existing,10.1,Solar Photovoltaic,MID_AT
2049,4789,existing,1,Solar Photovoltaic,CA
2050,4790,existing,1,Solar Photovoltaic,CA
2051,4791,existing,1.5,Solar Photovoltaic,CA
2055,4796,existing,2,Solar Photovoltaic,NE
2056,4797,existing,20,Solar Photovoltaic,CA
2057,4798,existing,12,Solar Photovoltaic,CA
2058,4799,existing,12,Solar Photovoltaic,CA
2059,4800,existing,4.5,Solar Photovoltaic,NE
2060,4801,existing,73.8,Onshore Wind Turbine,CEN
2061,4802,existing,200.6,Onshore Wind Turbine,SW
2062,4803,existing,5,Solar Photovoltaic,NE
2063,4804,existing,4,Solar Photovoltaic,NE
2064,4805,existing,1,Solar Photovoltaic,NE
2065,4806,existing,1,Solar Photovoltaic,NE
2066,4807,existing,4,Solar Photovoltaic,NE
2067,4808,existing,1.5,Solar Photovoltaic,NE
2068,4809,existing,10,Onshore Wind Turbine,NW
2069,4810,existing,1,Solar Photovoltaic,NE
2112,4865,existing,20.7,Onshore Wind Turbine,N_CEN
2113,4866,existing,14.3,Onshore Wind Turbine,NE
2114,4868,existing,200,Onshore Wind Turbine,TX
2115,4870,existing,228,Onshore Wind Turbine,TX
2116,4871,existing,108,Onshore Wind Turbine,CEN
2117,4875,existing,278,Onshore Wind Turbine,N_CEN
2118,4876,existing,1.5,Solar Photovoltaic,NE
2119,4877,existing,2,Solar Photovoltaic,MID_AT
2120,4878,existing,1,Solar Photovoltaic,CA
2121,4879,existing,2.7,Solar Photovoltaic,MID_AT
2123,4881,existing,2.4,Solar Photovoltaic,MID_AT
2125,4883,existing,3,Onshore Wind Turbine,N_CEN
2126,4884,existing,4,Solar Photovoltaic,SE
2127,4885,existing,2,Solar Photovoltaic,SE
2128,4886,existing,2,Solar Photovoltaic,SE
2129,4887,existing,2.2,Solar Photovoltaic,NE
2131,4891,existing,2.5,Solar Photovoltaic,NE
2135,4895,existing,6,Solar Photovoltaic,SW
2136,4896,existing,2,Solar Photovoltaic,NE
2137,4897,existing,2,Solar Photovoltaic,SE
2150,4910,existing,2,Solar Photovoltaic,SE
2151,4911,existing,3.5,Solar Photovoltaic,SE
2152,4917,existing,204,Onshore Wind Turbine,TX
2153,4918,existing,1.5,Solar Photovoltaic,NE
2154,4919,existing,2.5,Solar Photovoltaic,NE
2155,4920,existing,1.5,Solar Photovoltaic,NE
2156,4921,existing,3,Solar Photovoltaic,NE
2157,4922,existing,2,Solar Photovoltaic,NE
2158,4923,existing,1.5,Solar Photovoltaic,NE
2159,4925,existing,0.8,Solar Photovoltaic,MID_AT
2162,4928,existing,1,Onshore Wind Turbine,MID_AT
2163,4929,existing,2,Onshore Wind Turbine,NE
2164,4930,existing,2,Onshore Wind Turbine,NE
2165,4931,existing,98,Onshore Wind Turbine,N_CEN
2166,4932,existing,32,Solar Photovoltaic,SW
2168,4934,existing,2,Solar Photovoltaic,N_CEN
2169,4935,existing,2,Solar Photovoltaic,N_CEN
2170,4936,existing,4,Solar Photovoltaic,SE
2171,4937,existing,2,Solar Photovoltaic,NE
2172,4938,existing,4.9,Solar Photovoltaic,NE
2173,4939,existing,2.5,Solar Photovoltaic,NE
2180,4946,existing,52.2,Solar Photovoltaic,SW
2181,4947,existing,27,Solar Photovoltaic,CA
2182,4948,existing,15,Solar Photovoltaic,CA
2185,4951,existing,230.4,Onshore Wind Turbine,TX
2189,4955,existing,9.7,Onshore Wind Turbine,NW
2190,4962,existing,7.8,Solar Photovoltaic,MID_AT
2191,4963,existing,74,Onshore Wind Turbine,CEN
2192,4964,existing,200,Onshore Wind Turbine,CEN
2197,4969,existing,1.6,Onshore Wind Turbine,N_CEN
2198,4970,existing,98.8,Onshore Wind Turbine,CEN
2202,4974,existing,1.7,Onshore Wind Turbine,NE
2203,4975,existing,1.7,Onshore Wind Turbine,NE
2204,4976,existing,20,Solar Photovoltaic,CA
2205,4977,existing,15,Solar Photovoltaic,CA
2206,4994,existing,20,Solar Photovoltaic,CA
2207,4995,existing,20,Solar Photovoltaic,CA
2208,4996,existing,19,Solar Photovoltaic,CA
2209,4997,existing,45,Solar Photovoltaic,CA
2210,4999,existing,73.1,Onshore Wind Turbine,CEN
2215,5007,existing,102,Solar Photovoltaic,CA
2216,5008,existing,2,Solar Photovoltaic,NE
2217,5009,existing,19.8,Solar Photovoltaic,CA
2218,5010,existing,13.6,Solar Photovoltaic,SW
2219,5011,existing,4.1,Solar Photovoltaic,SW
2220,5012,existing,10,Onshore Wind Turbine,NW
2221,5013,existing,107.5,Onshore Wind Turbine,N_CEN
2222,5014,existing,48,Onshore Wind Turbine,N_CEN
2223,5015,existing,2,Solar Photovoltaic,NE
2224,5016,existing,1,Solar Photovoltaic,CA
2225,5017,existing,2,Solar Photovoltaic,NW
2226,5022,existing,2.8,Solar Photovoltaic,CEN
2227,5023,existing,1.5,Onshore Wind Turbine,NE
2228,5024,existing,4.8,Solar Photovoltaic,SE
2229,5025,existing,4.8,Solar Photovoltaic,SE
2230,5026,existing,4.8,Solar Photovoltaic,SE
2231,5027,existing,1,Solar Photovoltaic,CA
2232,5028,existing,2.7,Solar Photovoltaic,N_CEN
2233,5029,existing,4.8,Solar Photovoltaic,SE
2234,5030,existing,8.5,Solar Photovoltaic,MID_AT
2235,5031,existing,1.5,Solar Photovoltaic,CA
2248,5044,existing,20,Solar Photovoltaic,MID_AT
2249,5045,existing,2.8,Solar Photovoltaic,N_CEN
2250,5052,existing,10,Onshore Wind Turbine,CEN
2251,5053,existing,5,Onshore Wind Turbine,CEN
2252,5054,existing,150,Onshore Wind Turbine,CEN
2253,5055,existing,2,Solar Photovoltaic,NE
2254,5056,existing,2.4,Solar Photovoltaic,NE
2255,5057,existing,2,Solar Photovoltaic,NE
2256,5058,existing,0.3,Solar Photovoltaic,NE
2257,5059,existing,2.6,Solar Photovoltaic,NE
2263,5065,existing,1.5,Onshore Wind Turbine,N_CEN
2266,5074,existing,1.5,Onshore Wind Turbine,N_CEN
2271,5082,existing,1.5,Solar Photovoltaic,CA
2272,5083,existing,1.3,Solar Photovoltaic,CA
2273,5084,existing,1.2,Solar Photovoltaic,CA
